----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |      Observed      |        Ritz        |         Rel. |    Aki     | Acc. |          Ei           Ek          |              Lower level              |              Upper level              |  gi   gk  |Type|                     TP  |        Line  |
          |     Wavelength     |     Wavelength     |         Int. |   (s^-1)   |      |         (eV)         (eV)         |---------------------------------------|---------------------------------------|           |    |                    Ref. |        Ref.  |
          |      Air (nm)      |      Air (nm)      |              |            |      |                                   | Conf.                  | Term  | J    | Conf.                  | Term  | J    |           |    |                         |              |
Cr I      |         280.1385   |         280.13848  |            1 |            |      |     2.54460567  -      6.9691199  | 3d5.(4G).4s            | a 5G  | 4    | 3d5.(4F).4p            | v 5G* | 3    |   9 - 7   |    |                         |        L808  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr I      |         280.1553   |         280.15289  |           3* |            |      |     3.07899823  -      7.5032848  | 3d5.(4G).4s            | a 3G  | 3    | 3d5.(2G1).4p           | s 3G* | 3    |   7 - 7   |    |                         |        L808  |
Cr I      |         280.1553   |         280.15567  |           3* |            |      |     3.00044213  -      7.4246849  | 3d4.4s2                | a 3H  | 6    | 3d4.(3H).4s.4p.(1P*)   | w 3I* | 6    |  13 - 13  |    |                         |        L808  |
Cr II     |         280.23753  |         280.237562 |           45 |            |      |     8.14693240  -     12.5698823  | 3d4.(a 3F).4p          | z 4G* | 11/2 | 3d4.(a 3F).5s          | f 4F  | 9/2  |  12 - 10  |    |                         |      L18847  |
Cr I      |         280.265    |         280.26413  |            8 |            |      |     3.07899823  -      7.5015288  | 3d5.(4G).4s            | a 3G  | 3    | 3d5.(2G1).4p           | s 3G* | 4    |   7 - 9   |    |                         |        L808  |
Cr II     |         280.32171  |         280.321826 |           13 |            |      |     3.73810802  -      8.15972848 | 3d5                    | a 2I  | 13/2 | 3d4.(3H).4p            | z 4I* | 15/2 |  14 - 16  |    |                         |      L18847  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr II     |         280.334194 |         280.334189 |           61 |            |      |     3.88701290  -      8.30843838 | 3d5                    | a 2D  | 5/2  | 3d4.(a 3F).4p          | y 4F* | 5/2  |   6 - 6   |    |                         |      L18847  |
Cr II     |         280.391770 |         280.391767 |          360 |            |      |     5.85542879  -     10.27594638 | 3d4.(5D).4p            | z 6F* | 7/2  | 3d4.(5D).5s            | e 6D  | 5/2  |   8 - 6   |    |                         |      L18847  |
Cr II     |         280.42089  |         280.42084  |            8 |            |      |     8.67319695  -     13.0932562  | 3d4.(a 3P).4p          | 2D*   | 5/2  | 3d4.(a 3P).4d          | 2D    | 5/2  |   6 - 6   |    |                         |      L18847  |
Cr I      |         280.484    |         280.4853   |           3: |            |      |     3.12159402  -      7.540638   | 3d4.4s2                | a 3F  | 4    | 3d5.(2F2).4p           | p 3F* | 3    |   9 - 7   |    |                         |       L9365  |
Cr II     |         280.48679  |         280.48677  |           15 |            |      |     8.14328321  -     12.5623035  | 3d4.(3H).4p            | z 2G* | 9/2  | 3d4.(a 3F).5s          | f 4F  | 7/2  |  10 - 8   |    |                         |      L18847  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr I      |         280.519    |         280.51920  |            2 |            |      |     2.54383612  -      6.9623456  | 3d5.(4G).4s            | a 5G  | 2    | 3d5.(4F).4p            | v 5G* | 2    |   5 - 5   |    |                         |        L808  |
Cr I      |         280.5456   |         280.54661  |            1 |            |      |     2.54426768  -      6.9623456  | 3d5.(4G).4s            | a 5G  | 3    | 3d5.(4F).4p            | v 5G* | 2    |   7 - 5   |    |                         |        L808  |
Cr XXIV   |                    |         280.6      |              | 8.60e+06   | A    | (7017.398)      -  (7021.815)     | 3s                     | 2S    | 1/2  | 3p                     | 2P*   | 3/2  |   2 - 4   |    |             T7228extrap |      L11926  |
Cr II     |         280.618481 |         280.618506 |           10 |            |      |     8.59807381  -     13.0150198  | 3d4.(a 3P).4p          | 2D*   | 3/2  | 3d4.(3H).4d            | 2F    | 5/2  |   4 - 6   |    |                         |      L18847  |
Cr II     |         280.68866  |         280.68871  |           12 |            |      |     7.9426370   -     12.3584782  | 3d4.(a 3P).4p          | y 4D* | 3/2  | 3d4.(a 3P).5s          | f 4P  | 1/2  |   4 - 2   |    |                         |      L18847  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr II     |         280.7620   |         280.76199  |            8 |            |      |     6.8028266   -     11.2175154  | 3d4.(a 3F).4s          | d 4F  | 3/2  | 3d4.(b 3P).4p          | v 4D* | 1/2  |   4 - 2   |    |                         |      L18847  |
Cr II     |         280.76411  |         280.763947 |            8 |            |      |     8.71817466  -     13.1328327  | 3d4.(3G).4p            | x 4G* | 5/2  | 3d4.(a 3F).4d          | 4G    | 5/2  |   6 - 6   |    |                         |      L18847  |
Cr II     |         280.7661   |         280.766067 |            4 |            |      |     6.8046843   -     11.2193091  | 3d4.(a 3F).4s          | d 4F  | 5/2  | 3d4.(b 3F).4p          | v 4F* | 7/2  |   6 - 8   |    |                         |      L18847  |
Cr II     |         280.78517  |         280.785228 |           11 |            |      |     8.73183392  -     13.1461574  | 3d4.(3G).4p            | x 4G* | 7/2  | 3d4.(a 3F).4d          | 4G    | 7/2  |   8 - 8   |    |                         |      L18847  |
Cr XI     |                    |         280.79     |              | 3.5e+00    | D    |    30.0607      -     34.4749     | 3s.3p3                 | 3D*   | 2    | 3s.3p3                 | 3P*   | 0    |   5 - 1   | E2 |                T4830c21 |              |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr II     |         280.801594 |         280.801595 |           67 |            |      |     6.80524287  -     11.2193091  | 3d4.(a 3F).4s          | d 4F  | 7/2  | 3d4.(b 3F).4p          | v 4F* | 7/2  |   8 - 8   |    |                         |      L18847  |
Cr II     |         280.88384  |         280.883852 |           29 |            |      |     7.99062658  -     12.4034002  | 3d4.(a 3P).4p          | y 4D* | 5/2  | 3d4.(a 3P).5s          | f 4P  | 3/2  |   6 - 4   |    |                         |      L18847  |
Cr II     |         280.91609  |         280.916010 |            9 |            |      |     9.23482749  -     13.6470960  | 3d4.(3D).4p            | x 4P* | 5/2  | 3d4.(3G).4d            | 4D    | 7/2  |   6 - 8   |    |                         |      L18847  |
Cr II     |         280.9276   |         280.927644 |            7 |            |      |     4.31625273  -      8.72833848 | 3d4.(3H).4s            | a 2H  | 11/2 | 3d4.(3G).4p            | y 2H* | 11/2 |  12 - 12  |    |                         |      L18847  |
Cr II     |         280.95731  |         280.95724  |           13 |            |      |     6.8028266   -     11.2144475  | 3d4.(a 3F).4s          | d 4F  | 3/2  | 3d4.(b 3P).4p          | v 4D* | 3/2  |   4 - 4   |    |                         |      L18847  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr I      |         280.9932   |         280.99391  |           10 |            |      |     3.0922395   -      7.5032848  | 3d4.4s2                | a 3F  | 2    | 3d5.(2G1).4p           | s 3G* | 3    |   5 - 7   |    |                         |        L808  |
Cr II     |         280.999583 |         280.999580 |          530 |            |      |     5.88485500  -     10.29581132 | 3d4.(5D).4p            | z 6F* | 9/2  | 3d4.(5D).5s            | e 6D  | 7/2  |  10 - 8   |    |                         |      L18847  |
Cr II     |         281.02713  |         281.02728  |            6 |            |      |     6.8028266   -     11.2133482  | 3d4.(a 3F).4s          | d 4F  | 3/2  | 3d4.(b 3F).4p          | v 4F* | 5/2  |   4 - 6   |    |                         |      L18847  |
Cr II     |         281.046191 |         281.046206 |           75 |            |      |     6.04414009  -     10.45436466 | 3d4.(5D).4p            | z 4P* | 1/2  | 3d4.(5D).5s            | e 4D  | 3/2  |   2 - 4   |    |                         |      L18847  |
Cr I      |         281.04931  |         281.04941  |            3 |            |      |     3.08689203  -      7.4970663  | 3d5.(4G).4s            | a 3G  | 4    | 3d5.(2G1).4p           | s 3G* | 5    |   9 - 11  |    |                         |      L14866  |
