------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |     Observed      |       Ritz        |      Rel. |    Aki     | Acc. |         Ei           Ek         |              Lower level              |              Upper level               |  gi   gk  |Type|                 TP  |        Line  |
          |    Wavelength     |    Wavelength     |      Int. |   (s^-1)   |      |        (eV)         (eV)        |---------------------------------------|----------------------------------------|           |    |                Ref. |        Ref.  |
          |     Air (nm)      |     Air (nm)      |           |            |      |                                 | Conf.                 | Term    | J   | Conf.                 | Term    | J    |           |    |                     |              |
Al I      |         214.5555  |         214.55548 |        3g | 2.06e+07   | C    |     0.0000000  -      5.776835  | 3s2.3p                | 2P*     | 1/2 | 3s2.8d                | 2D      | 3/2  |   2 - 4   |    |              u36,LS |       L4737  |
Al IV     |         214.625   |         214.626   |        15 |            |      |   102.63969    -    108.41462   | 2s2.2p5.(2P*<1/2>).4p | 2[3/2]  | 1   | 2s2.2p5.(2P*<1/2>).5s | 2[1/2]* | 0    |   3 - 1   |    |                     |       L2829  |
          |                   |                   |           |            |      |                                 |                       |         |     |                       |         |      |           |    |                     |              |
Al I      |         214.754   |         214.75577 |       g,a |            |      |     0.0138938  -     [5.785342] | 3s2.3p                | 2P*     | 3/2 | 3s2.10s               | 2S      | 1/2  |   4 - 2   |    |                     |        L130  |
Al I      |         215.0699  |         215.06989 |        5g | 2.46e+07   | C    |     0.0138938  -      5.776913  | 3s2.3p                | 2P*     | 3/2 | 3s2.8d                | 2D      | 5/2  |   4 - 6   |    |              u36,LS |       L4737  |
Al I      |                   |         215.07280 |           | 4.09e+06   | E    |     0.0138938  -      5.776835  | 3s2.3p                | 2P*     | 3/2 | 3s2.8d                | 2D      | 3/2  |   4 - 4   |    |              u36,LS |              |
Al IV     |         215.229   |         215.231   |        30 |            |      |   102.23051    -    107.98923   | 2s2.2p5.(2P*<3/2>).4p | 2[5/2]  | 2   | 2s2.2p5.(2P*<3/2>).5s | 2[3/2]* | 2    |   5 - 5   |    |                     |       L2829  |
Al III    |         215.4635  |         215.4612  |        1* |            |      |    20.781332   -     26.533885  | 2p6.4f                | 2F*     | 5/2 | 2p6.8g                | 2G      | 7/2  |   6 - 8   |    |                     |       L3473  |
          |                   |                   |           |            |      |                                 |                       |         |     |                       |         |      |           |    |                     |              |
Al III    |         215.4635  |         215.4641  |        1* |            |      |    20.781409   -     26.533885  | 2p6.4f                | 2F*     | 7/2 | 2p6.8g                | 2G      | 9/2  |   8 - 10  |    |                     |       L3473  |
Al III    |         215.4635  |         215.4641  |        1* |            |      |    20.781409   -     26.533885  | 2p6.4f                | 2F*     | 7/2 | 2p6.8g                | 2G      | 7/2  |   8 - 8   |    |                     |       L3473  |
Al IV     |         215.832   |         215.833   |       100 |            |      |   102.71337    -    108.45602   | 2s2.2p5.(2P*<1/2>).4p | 2[3/2]  | 2   | 2s2.2p5.(2P*<1/2>).5s | 2[1/2]* | 1    |   5 - 3   |    |                     |       L2829  |
Al I      |         216.0383  |         216.03871 |         3 |            |      |     4.0216501  -      9.758828  | 3s2.3d                | 2D      | 5/2 | 3s.3p.(3P*).4d        | 2F*     | 7/2  |   6 - 8   |    |                     |       L4737  |
Al IV     |         216.112   |         216.111   |         5 |            |      |   102.72076    -    108.45602   | 2s2.2p5.(2P*<1/2>).4p | 2[1/2]  | 1   | 2s2.2p5.(2P*<1/2>).5s | 2[1/2]* | 1    |   3 - 3   |    |                     |       L2829  |
          |                   |                   |           |            |      |                                 |                       |         |     |                       |         |      |           |    |                     |              |
Al IV     |         216.224   |         216.222   |        15 |            |      |   102.32142    -    108.05374   | 2s2.2p5.(2P*<3/2>).4p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).5s | 2[3/2]* | 1    |   3 - 3   |    |                     |       L2829  |
Al I      |         216.455   |         216.45774 |         g |            |      |     0.0000000  -      5.7260732 | 3s2.3p                | 2P*     | 1/2 | 3s2.9s                | 2S      | 1/2  |   2 - 2   |    |                     |       L3514  |
Al I      |         216.4915  |         216.49111 |         2 |            |      |     4.0214836  -      9.746674  | 3s2.3d                | 2D      | 3/2 | 3s.3p.(3P*).4d        | 2F*     | 5/2  |   4 - 6   |    |                     |       L4737  |
Al VI     |                   |         216.6     |           | 1.15e+08   | A    |   160.348      -    166.069     | 2s.2p4.(2D).3s        | 3D      | 3   | 2s2.2p3.(2D*).4d      | 3D*     | 3    |   7 - 7   |    |              u20,LS |              |
Al VI     |                   |         216.6     |           | 2.03e+07   | B    |   160.348      -    166.069     | 2s.2p4.(2D).3s        | 3D      | 3   | 2s2.2p3.(2D*).4d      | 3D*     | 2    |   7 - 5   |    |              u20,LS |              |
          |                   |                   |           |            |      |                                 |                       |         |     |                       |         |      |           |    |                     |              |
Al III    |                   |         216.7356  |         * | 1.08e+06   | B+   |    20.781332   -     26.500065  | 2p6.4f                | 2F*     | 5/2 | 2p6.8d                | 2D      | 3/2  |   6 - 4   |    |                 c32 |              |
Al III    |                   |         216.7356  |         * | 5.14e+04   | C+   |    20.781332   -     26.500065  | 2p6.4f                | 2F*     | 5/2 | 2p6.8d                | 2D      | 5/2  |   6 - 6   |    |                 c32 |              |
Al III    |                   |         216.7385  |           | 1.03e+06   | B+   |    20.781409   -     26.500065  | 2p6.4f                | 2F*     | 7/2 | 2p6.8d                | 2D      | 5/2  |   8 - 6   |    |                 c32 |              |
Al I      |         216.8805  |         216.88265 |        1g | 2.96e+07   | C    |     0.0000000  -      5.7148562 | 3s2.3p                | 2P*     | 1/2 | 3s2.7d                | 2D      | 3/2  |   2 - 4   |    |              u36,LS |       L3514  |
Al I      |         216.981   |         216.98429 |         g |            |      |     0.0138938  -      5.7260732 | 3s2.3p                | 2P*     | 3/2 | 3s2.9s                | 2S      | 1/2  |   4 - 2   |    |                     |       L3514  |
          |                   |                   |           |            |      |                                 |                       |         |     |                       |         |      |           |    |                     |              |
Al I      |         217.4028  |         217.40707 |        1g | 3.53e+07   | C    |     0.0138938  -      5.7149663 | 3s2.3p                | 2P*     | 3/2 | 3s2.7d                | 2D      | 5/2  |   4 - 6   |    |              u36,LS |       L3514  |
Al I      |                   |         217.41127 |           | 5.88e+06   | E    |     0.0138938  -      5.7148562 | 3s2.3p                | 2P*     | 3/2 | 3s2.7d                | 2D      | 3/2  |   4 - 4   |    |              u36,LS |              |
Al IV     |         217.684   |         217.682   |         5 |            |      |   102.72076    -    108.41462   | 2s2.2p5.(2P*<1/2>).4p | 2[1/2]  | 1   | 2s2.2p5.(2P*<1/2>).5s | 2[1/2]* | 0    |   3 - 1   |    |                     |       L2829  |
Al I      |         217.7396  |         217.7395  |         4 |            |      |     3.603844   -      9.296214  | 3s.3p2                | 4P      | 3/2 | 3s.3p.(3P*).5s        | 4P*     | 5/2  |   4 - 6   |    |                     |       L4737  |
Al I      |         218.0996  |         218.0997  |         5 |            |      |     3.613244   -      9.296214  | 3s.3p2                | 4P      | 5/2 | 3s.3p.(3P*).5s        | 4P*     | 5/2  |   6 - 6   |    |                     |       L4737  |
          |                   |                   |           |            |      |                                 |                       |         |     |                       |         |      |           |    |                     |              |
Al VI     |                   |         218.244   |           | 7.44e+04   | C+   |   123.2247     -    128.904     | 2s2.2p3.(2P*).3s      | 3P*     | 2   | 2s2.2p3.(2D*).3p      | 1F      | 3    |   5 - 7   |    |             T7370c8 |              |
Al IV     |         218.405   |         218.403   |        10 |            |      |   102.37866    -    108.05374   | 2s2.2p5.(2P*<3/2>).4p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).5s | 2[3/2]* | 1    |   5 - 3   |    |                     |       L2829  |
Al II     |         219.2604  |         219.2604  |       500 | 2.47e+08   | C+   |    11.846618   -     17.499508  | 3s.3d                 | 3D      | 3   | 3p.3d                 | 3F*     | 4    |   7 - 9   |    |          T6298c4,LS |       L4575  |
Al II     |         219.4189  |         219.4191  |        20 | 2.74e+07   | C    |    11.846618   -     17.495418  | 3s.3d                 | 3D      | 3   | 3p.3d                 | 3F*     | 3    |   7 - 7   |    |          T6298c4,LS |       L4575  |
Al II     |         219.4245  |         219.4244  |        70 | 2.19e+08   | C+   |    11.846753   -     17.495418  | 3s.3d                 | 3D      | 2   | 3p.3d                 | 3F*     | 3    |   5 - 7   |    |          T6298c4,LS |       L4575  |
          |                   |                   |           |            |      |                                 |                       |         |     |                       |         |      |           |    |                     |              |
Al II     |                   |         219.5404  |           | 1.08e+06   | E    |    11.846618   -     17.492297  | 3s.3d                 | 3D      | 3   | 3p.3d                 | 3F*     | 2    |   7 - 5   |    |          T6298c4,LS |              |
Al II     |         219.5456  |         219.5457  |       300 | 3.83e+07   | C    |    11.846753   -     17.492297  | 3s.3d                 | 3D      | 2   | 3p.3d                 | 3F*     | 2    |   5 - 5   |    |          T6298c4,LS |       L4575  |
Al II     |         219.5502  |         219.5502  |       300 | 2.07e+08   | C+   |    11.846869   -     17.492297  | 3s.3d                 | 3D      | 1   | 3p.3d                 | 3F*     | 2    |   3 - 5   |    |          T6298c4,LS |       L4575  |
Al IV     |                   |         219.712   |           | 3.18e+05   | C    |    88.53673    -     94.17800   | 2s2.2p5.(2P*).3p      | 1S      | 0   | 2s2.2p5.(2P*).3d      | 3P*     | 1    |   1 - 3   |    |                 c47 |              |
Al I      |         219.9150  |         219.91827 |        1g | 1.75e+06   | C    |     0.0000000  -      5.6359799 | 3s2.3p                | 2P*     | 1/2 | 3s2.8s                | 2S      | 1/2  |   2 - 2   |    |          T6527c4,LS |       L3514  |
          |                   |                   |           |            |      |                                 |                       |         |     |                       |         |      |           |    |                     |              |
Al I      |         220.4590  |         220.46181 |        2g | 3.49e+06   | C    |     0.0138938  -      5.6359799 | 3s2.3p                | 2P*     | 3/2 | 3s2.8s                | 2S      | 1/2  |   4 - 2   |    |          T6527c4,LS |       L3514  |
