-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |      Observed      |   Unc.    |        Ritz        |   Unc.    |            Rel. |    Aki     | Acc. |           Ei           Ek           |             Lower level              |               Upper level               |  gi   gk  |   Type|         TP  |            Line  |
          |     Wavelength     |    (nm)   |     Wavelength     |    (nm)   |            Int. |   (s^-1)   |      |          (eV)         (eV)          |--------------------------------------|-----------------------------------------|           |       |        Ref. |            Ref.  |
          |      Air (nm)      |           |      Air (nm)      |           |                 |            |      |                                     | Conf.                 | Term  | J    | Conf.                 | Term     | J    |           |       |             |                  |
V II      |         343.6385   |  0.0009   |         343.6388   |  0.0004   |             170 |            |      |     2.3763202    -      5.983267    | 3d3.(2P).4s           | b 3P  | 1    | 3d3.(2P).4p           | z 1S*    | 0    |   3 - 1   |       |             |      L10089c179  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V I       |         343.77655  |  0.00018  |         343.77655  |  0.00006  |           24000 |            |      |     1.8726305    -      5.4781315   | 3d3.4s2               | a 2H  | 9/2  | 3d4.(1G2).4p          | t 2H*    | 11/2 |  10 - 12  |       |             |          L15916  |
V XVII    |                    |           |         343.78     |  0.10     |                 | 8.7e-04    | E    |    26.213        -     29.82        | 2s2.2p3               | 2P*   | 1/2  | 2s2.2p3               | 2P*      | 3/2  |   2 - 4   | E2    |       T3941 |                  |
V XVII    |                    |           |         343.78     |  0.10     |                 | 1.71e+02   | C    |    26.213        -     29.82        | 2s2.2p3               | 2P*   | 1/2  | 2s2.2p3               | 2P*      | 3/2  |   2 - 4   | M1    |       T3941 |                  |
V I       |         343.7855   |  0.0004   |         343.78590  |  0.00014  |           10000 |            |      |     2.36538440   -      5.9707873   | 3d4.(3F2).4s          | a 2F  | 7/2  | 3d3.(2F).4s.4p.(3P*)  | q 2G*    | 9/2  |   8 - 10  |       |             |          L15916  |
V II      |         343.9541   |  0.0004   |         343.95417  |  0.00017  |            2200 |            |      |     6.5220922    -     10.1257314   | 3d3.(4P).4p           | x 3D* | 1    | 3d3.(4P).5s           | 3P       | 0    |   3 - 1   |       |             |          L18516  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V I       |         344.1998   |  0.0002   |         344.19982  |  0.00005  |           38000 |            |      |     1.04308017   -      4.6441475   | 3d4.(5D).4s           | a 4D  | 1/2  | 3d4.(3F2).4p          | w 2D*    | 3/2  |   2 - 4   |       |             |          L15916  |
V I       |         344.23102  |  0.00015  |         344.23103  |  0.00007  |           56000 |            |      |     1.8726305    -      5.4733714   | 3d3.4s2               | a 2H  | 9/2  | 3d4.(1G2).4p          | t 2H*    | 9/2  |  10 - 10  |       |             |          L15916  |
V I       |         344.2928   |  0.0005   |         344.29133  |  0.00004  |           19000 |            |      |     1.08061490   -      4.6807252   | 3d4.(5D).4s           | a 4D  | 7/2  | 3d4.(3F2).4p          | w 2D*    | 5/2  |   8 - 6   |       |             |           L4235  |
V II      |         344.30041  |  0.00010  |         344.30049  |  0.00007  |            7000 | 5.6e+07    | D+   |     6.5339755    -     10.1339900   | 3d3.(4P).4p           | x 3D* | 2    | 3d3.(4P).5s           | 3P       | 1    |   5 - 3   |       |       T9770 |          L18516  |
V II      |         344.5165   |  0.0007   |         344.51623  |  0.00010  |            1200 |            |      |     6.4776453    -     10.0754054   | 3d3.(2D2).4p          | x 3F* | 2    | 3d3.(2G).5s           | 3G       | 3    |   5 - 7   |       |             |      L10089c179  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V I       |         344.58028  |  0.00015  |         344.58027  |  0.00015  |           27000 |            |      |     2.37369581   -      5.9707873   | 3d4.(3H).4s           | b 2H  | 11/2 | 3d3.(2F).4s.4p.(3P*)  | q 2G*    | 9/2  |  12 - 10  |       |             |          L15916  |
V IV      |                    |           |         344.684    |  0.010    |                 | 9.6e-02    | E    |     1.66862      -      5.26463     | 3p6.3d2               | 3P    | 2    | 3p6.3d2               | 1S       | 0    |   5 - 1   | E2    |       T1610 |                  |
V I       |         344.709    |  0.002    |         344.70899  |  0.00004  |             210 |            |      |     2.13774421   -      5.7334926†  | 3d4.(3G).4s           | a 4G  | 11/2 | 3d3.(2F).4s.4p.(3P*)  | r 4G*    | 9/2  |  12 - 10  |       |             |          L14162  |
V IV      |         344.8410   |  0.0010   |         344.841+   |  0.017    |              50 | 3.0e+08    | D    |    31.55011      -     35.14449     | 3p6.3d.5p             | 1D*   | 2    | 3p6.3d.5d             | 1F       | 3    |   5 - 7   |       |       T2757 |     L147,L11926  |
V II      |         344.8684   |  0.0020   |         344.86713  |  0.00004  |             120 |            |      |     2.51443043   -      6.10852999  | 3d3.(2H).4s           | b 3H  | 5    | 3d3.(2G).4p           | y 3F*    | 4    |  11 - 9   |       |             |       L8201c179  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V I       |         344.951    |  0.004    |         344.95075  |  0.00005  |          11000h |            |      |     1.05091907   -      4.6441475   | 3d4.(5D).4s           | a 4D  | 3/2  | 3d4.(3F2).4p          | w 2D*    | 3/2  |   4 - 4   |       |             |          L14162  |
V I       |         345.050    |  0.002    |         345.05009  |  0.00004  |           36000 |            |      |     0.04010046   -      3.63229436  | 3d3.4s2               | a 4F  | 7/2  | 3d3.(4P).4s.4p.(3P*)  | y 6P*    | 5/2  |   8 - 6   |       |             |          L14162  |
V II      |         345.1042   |  0.0007   |         345.10415  |  0.00004  |            1400 |            |      |     2.5097359    -      6.10136706  | 3d3.(2H).4s           | b 3H  | 4    | 3d3.(2G).4p           | y 3F*    | 3    |   9 - 7   |       |             |      L10089c179  |
V IV      |         345.2741   |  0.0010   |         345.273+   |  0.017    |               3 | 8.8e+07    | D    |    31.63417      -     35.22405     | 3p6.3d.5p             | 3D*   | 2    | 3p6.3d.5d             | 3G       | 3    |   5 - 7   |       |       T2757 |            L147  |
V II      |         345.30771  |  0.00016  |         345.30758  |  0.00004  |            3200 |            |      |     2.5561913    -      6.14570663  | 3d3.(2D2).4s          | b 3D  | 2    | 3d3.(2G).4p           | z 1F*    | 3    |   5 - 7   |       |             |          L18516  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V I       |         345.351    |  0.002    |         345.35001  |  0.00010  |           18000 |            |      |     2.63784464   -      6.2269190   | 3d4.(3G).4s           | 2G    | 9/2  | 50223o                | 2G*      | 7/2  |  10 - 8   |       |             |          L14162  |
V II      |         345.3776   |  0.0009   |         345.37811  |  0.00004  |             170 |            |      |     2.5569243    -      6.14570663  | 3d3.(2D2).4s          | b 3D  | 3    | 3d3.(2G).4p           | z 1F*    | 3    |   7 - 7   |       |             |      L10089c179  |
V I       |         345.4873   |  0.0002   |         345.48727  |  0.00008  |           30000 |            |      |     2.35861722   -      5.9462657   | 3d4.(3H).4s           | b 2H  | 9/2  | 3d3.(2F).4s.4p.(3P*)  | q 2G*    | 7/2  |  10 - 8   |       |             |          L15916  |
V I       |         345.5206   |  0.0002   |         345.52064  |  0.00008  |            9400 |            |      |     2.3589638    -      5.9462657   | 3d4.(3F2).4s          | a 2F  | 5/2  | 3d3.(2F).4s.4p.(3P*)  | q 2G*    | 7/2  |   6 - 8   |       |             |          L15916  |
V IV      |         345.5325   |  0.0010   |         345.532+   |  0.017    |              15 | 1.1e+08    | D    |    32.02373      -     35.61091     | 3p6.3d.5p             | 1P*   | 1    | 3p6.3d.5d             | 1D       | 2    |   3 - 5   |       |       T2757 |            L147  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V I       |         345.559    |  0.002    |         345.55884  |  0.00010  |           22000 |            |      |     1.95532862   -      5.5422341   | 3d4.(3F2).4s          | b 4F  | 9/2  | 3d4.(3D).4p           | p 4D*    | 7/2  |  10 - 8   |       |             |          L14162  |
V I       |         345.580    |  0.003    |         345.57721  |  0.00004  |            230* |            |      |     1.7996004    -      5.3863152   | 3d3.4s2               | 2D2   | 3/2  | 3d4.(5D).5p           | u 4P*    | 1/2  |   4 - 2   |       |             |          L14162  |
V I       |         345.580    |  0.003    |         345.57800  |  0.00005  |            230* |            |      |     1.08061490   -      4.6673215   | 3d4.(5D).4s           | a 4D  | 7/2  | 3d4.(3F2).4p          | v 4G*    | 9/2  |   8 - 10  |       |             |          L14162  |
V I       |         345.69105  |  0.00012  |         345.69106  |  0.00006  |           76000 |            |      |     1.8925979    -      5.4781315   | 3d3.4s2               | a 2H  | 11/2 | 3d4.(1G2).4p          | t 2H*    | 11/2 |  12 - 12  |       |             |          L15916  |
V II      |         345.71429  |  0.00004  |         345.71429  |  0.00004  |           14000 | 2.7e+07    | B    |     2.6013033    -      6.18659594  | 3d4                   | a 1D2 | 2    | 3d3.(2P).4p           | z 1D*    | 2    |   5 - 5   |       |       T9770 |          L18516  |
