---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |     Observed     |       Ritz       |  Rel. |     Aki     | Acc. |         Ei           Ek         |             Lower level             |             Upper level              |  gi   gk  |Type|               TP  |          Line  |
          |    Wavelength    |    Wavelength    |  Int. |   (s^-1)    |      |        (eV)         (eV)        |-------------------------------------|--------------------------------------|           |    |              Ref. |          Ref.  |
          |     Air (nm)     |     Air (nm)     |       |             |      |                                 | Conf.                | Term  | J    | Conf.                 | Term  | J    |           |    |                   |                |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O II      |        412.14619 |        412.14626 |    14 | 5.60e+07    | C    |   25.8316245   -    28.8390333  | 2s2.2p2.(3P).3p      | 4P*   | 1/2  | 2s2.2p2.(3P).3d       | 4P    | 1/2  |   2 - 2   |    |            T6172n |         L6915  |
O III     |                  |        412.1591  |       | 1.73e+07    | C+   |   45.620469    -    48.627784   | 2s2.2p.(2P*).4p      | 3S    | 1    | 2s2.2p.(2P*).5s       | 3P*   | 2    |   3 - 5   |    |           T5376LS |                |
O IV      |                  |        412.204   |       | 4.01e+05    | B    |   71.3967      -    74.4037     | 2s.2p.(1P*).3d       | 2D*   | 5/2  | 2p2.(1D).3s           | 2D    | 5/2  |   6 - 6   |    |           T5109LS |                |
O V       |        412.399   |        412.396   |   100 | 4.81e+07    | B    |   81.01416     -    84.01975    | 1s2.2p.(2P*<3/2>).3s | 3P*   | 2    | 1s2.2p.(2P*<3/2>).3p  | 3D    | 3    |   5 - 7   |    |            T3843n |          L552  |
O IV      |                  |        412.442   |       | 4.29e+04    | C+   |   71.3967      -    74.4019     | 2s.2p.(1P*).3d       | 2D*   | 5/2  | 2p2.(1D).3s           | 2D    | 3/2  |   6 - 4   |    |           T5109LS |                |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O V       |                  |        412.549   |       | 2.70e+07    | B    |   80.95151     -    83.95599    | 1s2.2p.(2P*<1/2>).3s | 3P*   | 0    | 1s2.2p.(2P*<1/2>).3p  | 3D    | 1    |   1 - 3   |    |            T3843n |                |
O II      |                  |        412.60980 |       |             |      |   28.7060917   -    31.7101220  | 2s2.2p2.(3P).3d      | 4F    | 9/2  | 2s2.2p2.(3P).4f G     | 2[3]* | 7/2  |  10 - 8   |    |                   |         L7243  |
O II      |        412.9321  |        412.93198 |    11 | 1.65e+07    | B    |   25.8373469   -    28.8390333  | 2s2.2p2.(3P).3p      | 4P*   | 3/2  | 2s2.2p2.(3P).3d       | 4P    | 1/2  |   4 - 2   |    |            T6632n |        L10621  |
O II      |        413.28004 |        413.28004 |    17 | 8.40e+07    | B    |   25.8316245   -    28.8307830  | 2s2.2p2.(3P).3p      | 4P*   | 1/2  | 2s2.2p2.(3P).3d       | 4P    | 3/2  |   2 - 4   |    |            T6632n |         L6915  |
O V       |                  |        413.411   |       | 3.34e+07    | B    |   84.79811     -    87.79632    | 1s2.2p.(2P*<3/2>).3p | 3S    | 1    | 1s2.2p.(2P*<3/2>).3d  | 3P*   | 1    |   3 - 3   |    |            T3843n |                |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O II      |        414.0703  |        414.07010 |     8 | 3.76e+06    | B    |   25.8373469   -    28.8307830  | 2s2.2p2.(3P).3p      | 4P*   | 3/2  | 2s2.2p2.(3P).3d       | 4P    | 3/2  |   4 - 4   |    |            T6632n |        L10621  |
O II      |        414.1933  |        414.1933  |    12 |             |      |   33.199025+x  -    36.191571+x | 2s.2p3.(5S*).3p      | 6P    | 3/2  | 2s.2p3.(5S*).3d       | 6D*   | 1/2  |   4 - 2   |    |                   |        L10621  |
O II      |        414.2065  |        414.2070  |    12 |             |      |   33.199025+x  -    36.191472+x | 2s.2p3.(5S*).3p      | 6P    | 3/2  | 2s.2p3.(5S*).3d       | 6D*   | 3/2  |   4 - 4   |    |                   |        L10621  |
O II      |        414.2268  |        414.2273  |    10 |             |      |   33.199025+x  -    36.191326+x | 2s.2p3.(5S*).3p      | 6P    | 3/2  | 2s.2p3.(5S*).3d       | 6D*   | 5/2  |   4 - 6   |    |                   |        L10621  |
O II      |        414.3324  |        414.3320  |     9 |             |      |   33.199928+x  -    36.191472+x | 2s.2p3.(5S*).3p      | 6P    | 5/2  | 2s.2p3.(5S*).3d       | 6D*   | 3/2  |   6 - 4   |    |                   |        L10621  |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O II      |        414.3516  |        414.3523  |    12 |             |      |   33.199928+x  -    36.191326+x | 2s.2p3.(5S*).3p      | 6P    | 5/2  | 2s.2p3.(5S*).3d       | 6D*   | 5/2  |   6 - 6   |    |                   |        L10621  |
O II      |        414.3736  |        414.3739  |    12 |             |      |   33.199928+x  -    36.191169+x | 2s.2p3.(5S*).3p      | 6P    | 5/2  | 2s.2p3.(5S*).3d       | 6D*   | 7/2  |   6 - 8   |    |                   |        L10621  |
O II      |        414.5699  |        414.5689  |     6 |             |      |   33.201491+x  -    36.191326+x | 2s.2p3.(5S*).3p      | 6P    | 7/2  | 2s.2p3.(5S*).3d       | 6D*   | 5/2  |   8 - 6   |    |                   |        L10621  |
O II      |        414.5907  |        414.5906  |    10 |             |      |   33.201491+x  -    36.191169+x | 2s.2p3.(5S*).3p      | 6P    | 7/2  | 2s.2p3.(5S*).3d       | 6D*   | 7/2  |   8 - 8   |    |                   |        L10621  |
O II      |        414.6076  |        414.6076  |    13 |             |      |   33.201491+x  -    36.191047+x | 2s.2p3.(5S*).3p      | 6P    | 7/2  | 2s.2p3.(5S*).3d       | 6D*   | 9/2  |   8 - 10  |    |                   |         L6915  |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O IV      |                  |        414.666   |       | 9.61e+04    | B    |   68.1655      -    71.1547     | 2s.2p.(1P*).3p       | 2P    | 1/2  | 2s.2p.(3P*).4s        | 2P*   | 3/2  |   2 - 4   |    |           T5109LS |                |
O V       |                  |        415.327   |       | 1.92e+07    | B    |   80.97161     -    83.95599    | 1s2.2p.(2P*<1/2>).3s | 3P*   | 1    | 1s2.2p.(2P*<1/2>).3p  | 3D    | 1    |   3 - 3   |    |            T3843n |                |
O II      |        415.32980 |        415.32977 |    18 | 7.28e+07    | B    |   25.8373469   -    28.8217043  | 2s2.2p2.(3P).3p      | 4P*   | 3/2  | 2s2.2p2.(3P).3d       | 4P    | 5/2  |   4 - 6   |    |            T6632n |         L6915  |
O II      |        415.6530  |        415.65302 |    13 | 1.94e+07    | B    |   25.8487465   -    28.8307830  | 2s2.2p2.(3P).3p      | 4P*   | 5/2  | 2s2.2p2.(3P).3d       | 4P    | 3/2  |   6 - 4   |    |            T6632n |        L10621  |
O IV      |                  |        415.752   |       | 4.77e+05    | B    |   68.1733      -    71.1547     | 2s.2p.(1P*).3p       | 2P    | 3/2  | 2s.2p.(3P*).4s        | 2P*   | 3/2  |   4 - 4   |    |           T5109LS |                |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O V       |                  |        415.886   |       | 3.39e+07    | B    |   84.79811     -    87.77848    | 1s2.2p.(2P*<3/2>).3p | 3S    | 1    | 1s2.2p.(2P*<3/2>).3d  | 3P*   | 2    |   3 - 5   |    |            T3843n |                |
O II      |        416.9225  |        416.92236 |    15 | 2.49e+07    | B    |   25.8487465   -    28.8217043  | 2s2.2p2.(3P).3p      | 4P*   | 5/2  | 2s2.2p2.(3P).3d       | 4P    | 5/2  |   6 - 6   |    |            T6632n |  L10621,L3448  |
O III     |                  |        417.1768  |       | 1.67e+07    | C+   |   45.620469    -    48.591614   | 2s2.2p.(2P*).4p      | 3S    | 1    | 2s2.2p.(2P*).5s       | 3P*   | 1    |   3 - 3   |    |           T5376LS |                |
O V       |                  |        417.852   |       | 1.12e+07    | B    |   81.01416     -    83.98051    | 1s2.2p.(2P*<3/2>).3s | 3P*   | 2    | 1s2.2p.(2P*<1/2>).3p  | 3D    | 2    |   5 - 5   |    |            T3843n |                |
O IV      |                  |        418.222   |       | 3.75e+05    | B    |   68.1655      -    71.1292     | 2s.2p.(1P*).3p       | 2P    | 1/2  | 2s.2p.(3P*).4s        | 2P*   | 1/2  |   2 - 2   |    |           T5109LS |                |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O II      |        418.5449  |        418.5440  |    19 | 1.91e+08    | D    |   28.358142    -    31.319581   | 2s2.2p2.(1D).3p      | 2F*   | 5/2  | 2s2.2p2.(1D).3d       | 2G    | 7/2  |   6 - 8   |    |           T5723LS |        L10621  |
O III     |                  |        418.6975  |       | 1.65e+07    | C+   |   45.620469    -    48.580822   | 2s2.2p.(2P*).4p      | 3S    | 1    | 2s2.2p.(2P*).5s       | 3P*   | 0    |   3 - 1   |    |           T5376LS |                |
O II      |                  |        418.9581  |       | 7.06e+06    | D    |   28.361069    -    31.319581   | 2s2.2p2.(1D).3p      | 2F*   | 7/2  | 2s2.2p2.(1D).3d       | 2G    | 7/2  |   8 - 8   |    |           T5723LS |         L7243  |
O II      |        418.9789  |        418.9788  |    20 | 1.98e+08    | D    |   28.361069    -    31.319435   | 2s2.2p2.(1D).3p      | 2F*   | 7/2  | 2s2.2p2.(1D).3d       | 2G    | 9/2  |   8 - 10  |    |           T5723LS |  L10621,L3448  |
O II      |        419.2518  |        419.2512  |    12 | 3.21e+07    | D    |   28.509803    -    31.466247   | 2s2.2p2.(1D).3p      | 2D*   | 5/2  | 2s2.2p2.(1D).3d       | 2P    | 3/2  |   6 - 4   |    |           T5723LS |        L10621  |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O IV      |                  |        419.327   |       | 1.86e+05    | B    |   68.1733      -    71.1292     | 2s.2p.(1P*).3p       | 2P    | 3/2  | 2s.2p.(3P*).4s        | 2P*   | 1/2  |   4 - 2   |    |           T5109LS |                |
O II      |        419.6260  |        419.6273  |     6 | 3.56e+06    | D    |   28.512452    -    31.466247   | 2s2.2p2.(1D).3p      | 2D*   | 3/2  | 2s2.2p2.(1D).3d       | 2P    | 3/2  |   4 - 4   |    |           T5723LS |        L10621  |
O II      |        419.6701  |        419.6697  |    10 | 3.56e+07    | D    |   28.512452    -    31.465948   | 2s2.2p2.(1D).3p      | 2D*   | 3/2  | 2s2.2p2.(1D).3d       | 2P    | 1/2  |   4 - 2   |    |           T5723LS |        L10621  |
O V       |                  |        421.335   |       | 1.19e+06    | B    |   81.01416     -    83.95599    | 1s2.2p.(2P*<3/2>).3s | 3P*   | 2    | 1s2.2p.(2P*<1/2>).3p  | 3D    | 1    |   5 - 3   |    |            T3843n |                |
O I       |                  |        421.7088  |       | 5.44e+05    | C    |   12.3588648   -    15.2980802  | 2s2.2p3.(4S*).4p     | 3P    | 1    | 2s2.2p3.(2D*<3/2>).3d | 3P*   | 0    |   3 - 1   |    |           T5713LS |                |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O III     |                  |        421.8303  |       | 4.36e+04    | C    |   33.135857    -    36.074225   | 2s2.2p.(2P*).3s      | 3P*   | 0    | 2s2.2p.(2P*).3p       | 1P    | 1    |   1 - 3   |    |               u24 |                |
O II      |        422.1703  |        422.1701  |     7 |             |      |   28.8217043   -    31.7577075  | 2s2.2p2.(3P).3d      | 4P    | 5/2  | 2s2.2p2.(3P).4f F     | 2[4]* | 7/2  |   6 - 8   |    |                   |        L10621  |
O I       |                  |        422.2757  |       | 1.36e+05    | C    |   12.3588648   -    15.2941341  | 2s2.2p3.(4S*).4p     | 3P    | 1    | 2s2.2p3.(2D*<3/2>).3d | 3P*   | 1    |   3 - 3   |    |           T5713LS |                |
O I       |                  |        422.2771  |       | 2.26e+05    | C    |   12.3588749   -    15.2941341  | 2s2.2p3.(4S*).4p     | 3P    | 2    | 2s2.2p3.(2D*<3/2>).3d | 3P*   | 1    |   5 - 3   |    |           T5713LS |                |
O I       |                  |        422.2818  |       | 1.81e+05    | C    |   12.3589071   -    15.2941341  | 2s2.2p3.(4S*).4p     | 3P    | 0    | 2s2.2p3.(2D*<3/2>).3d | 3P*   | 1    |   1 - 3   |    |           T5713LS |                |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O II      |        422.4796  |        422.4806  |     6 |             |      |   28.8217043   -    31.7555499  | 2s2.2p2.(3P).3d      | 4P    | 5/2  | 2s2.2p2.(3P).4f F     | 2[3]* | 5/2  |   6 - 6   |    |                   |        L10621  |
O II      |                  |        422.5262  |       |             |      |   28.8217043   -    31.7552332  | 2s2.2p2.(3P).3d      | 4P    | 5/2  | 2s2.2p2.(3P).4f F     | 2[3]* | 7/2  |   6 - 8   |    |                   |         L7243  |
O I       |                  |        423.3260  |       | 1.35e+05    | C    |   12.3588648   -    15.2868519  | 2s2.2p3.(4S*).4p     | 3P    | 1    | 2s2.2p3.(2D*<3/2>).3d | 3P*   | 2    |   3 - 5   |    |           T5713LS |                |
O I       |        423.327   |        423.3274  |    80 | 4.04e+05    | C+   |   12.3588749   -    15.2868519  | 2s2.2p3.(4S*).4p     | 3P    | 2    | 2s2.2p3.(2D*<3/2>).3d | 3P*   | 2    |   5 - 5   |    |           T5713LS |         L3760  |
O II      |        423.7930  |        423.7921  |     9 |             |      |   28.8307830   -    31.7555499  | 2s2.2p2.(3P).3d      | 4P    | 3/2  | 2s2.2p2.(3P).4f F     | 2[3]* | 5/2  |   4 - 6   |    |                   |        L10621  |
