--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |    Observed     |      Ritz       |  Rel. |     Aki     | Acc. |        Ei           Ek        |            Lower level            |            Upper level            |  gi   gk  |Type|            TP  |   Line  |
          |   Wavelength    |   Wavelength    |  Int. |   (s^-1)    |      |       (eV)         (eV)       |-----------------------------------|-----------------------------------|           |    |           Ref. |   Ref.  |
          |    Air (nm)     |    Air (nm)     |       |             |      |                               | Conf.                | Term | J   | Conf.                | Term | J   |           |    |                |         |
N V       |                 |        352.268  |       | 1.04e+07    | B    |  [90.88083]   -   [94.39942]  | 1s2.7p               | 2P*  | 1/2 | 1s2.10s              | 2S   | 1/2 |   2 - 2   |    |        T3225LS |         |
N V       |                 |        352.341  |       | 2.08e+07    | B    |  [90.88156]   -   [94.39942]  | 1s2.7p               | 2P*  | 3/2 | 1s2.10s              | 2S   | 1/2 |   4 - 2   |    |        T3225LS |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N II      |                 |        359.3597 |       | 1.21e+07    | B    |   20.939965   -    24.389122  | 2s2.2p.3p            | 3S   | 1   | 2s2.2p.4s            | 3P*  | 2   |   3 - 5   |    |         T6385n |         |
N II      |                 |        360.9097 |       | 1.41e+07    | B    |   20.939965   -    24.374310  | 2s2.2p.3p            | 3S   | 1   | 2s2.2p.4s            | 3P*  | 1   |   3 - 3   |    |         T6385n |         |
N II      |                 |        361.5864 |       | 1.53e+07    | B    |   20.939965   -    24.367883  | 2s2.2p.3p            | 3S   | 1   | 2s2.2p.4s            | 3P*  | 0   |   3 - 1   |    |         T6385n |         |
N II      |                 |        366.3829 |       | 7.77e+04    | D    |   21.148308   -    24.531351  | 2s2.2p.3p            | 3P   | 0   | 2s2.2p.4s            | 1P*  | 1   |   1 - 3   |    |          T6385 |         |
N II      |                 |        366.8572 |       | 1.06e+05    | D    |   21.152682   -    24.531351  | 2s2.2p.3p            | 3P   | 1   | 2s2.2p.4s            | 1P*  | 1   |   3 - 3   |    |          T6385 |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N III     |                 |        367.605  |       | 9.79e+04    | C+   |   42.12296    -    45.495     | 2s.2p.(3P*).3d       | 2F*  | 5/2 | 2s2.8d               | 2D   | 3/2 |   6 - 4   |    |        T7192LS |         |
N III     |                 |        367.605  |       | 4.66e+03    | D    |   42.12296    -    45.495     | 2s.2p.(3P*).3d       | 2F*  | 5/2 | 2s2.8d               | 2D   | 5/2 |   6 - 6   |    |        T7192LS |         |
N II      |                 |        367.6443 |       | 5.15e+04    | D    |   21.159916   -    24.531351  | 2s2.2p.3p            | 3P   | 2   | 2s2.2p.4s            | 1P*  | 1   |   5 - 3   |    |          T6385 |         |
N IV      |                 |        368.994  |       | 9.10e+06    | B    |   60.07012    -    63.42922   | 1s2.2p.(2P*).3p      | 3D   | 1   | 1s2.2p.(2P*<3/2>).3d | 3P*  | 0   |   3 - 1   |    |        T5633LS |         |
N III     |                 |        369.110  |       | 9.21e+04    | B    |   42.13671    -    45.495     | 2s.2p.(3P*).3d       | 2F*  | 7/2 | 2s2.8d               | 2D   | 5/2 |   8 - 6   |    |        T7192LS |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N IV      |                 |        369.414  |       | 2.27e+06    | B    |   60.07012    -    63.42541   | 1s2.2p.(2P*).3p      | 3D   | 1   | 1s2.2p.(2P*<3/2>).3d | 3P*  | 1   |   3 - 3   |    |        T5633LS |         |
N IV      |                 |        370.113  |       | 9.02e+04    | B    |   60.07012    -    63.41907   | 1s2.2p.(2P*).3p      | 3D   | 1   | 1s2.2p.(2P*<3/2>).3d | 3P*  | 2   |   3 - 5   |    |        T5633LS |         |
N IV      |                 |        370.739  |       | 6.73e+06    | B    |   60.08211    -    63.42541   | 1s2.2p.(2P*).3p      | 3D   | 2   | 1s2.2p.(2P*<3/2>).3d | 3P*  | 1   |   5 - 3   |    |        T5633LS |         |
N IV      |                 |        371.443  |       | 1.34e+06    | B    |   60.08211    -    63.41907   | 1s2.2p.(2P*).3p      | 3D   | 2   | 1s2.2p.(2P*<3/2>).3d | 3P*  | 2   |   5 - 5   |    |        T5633LS |         |
N IV      |                 |        373.543  |       | 7.37e+06    | B    |   60.10087    -    63.41907   | 1s2.2p.(2P*).3p      | 3D   | 3   | 1s2.2p.(2P*<3/2>).3d | 3P*  | 2   |   7 - 5   |    |        T5633LS |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N III     |                 |        374.595  |       | 1.90e+07    | B    |   35.64910    -    38.95798   | 2s.2p.(3P*).3s       | 4P*  | 1/2 | 2s.2p.(3P*).3p       | 4S   | 3/2 |   2 - 4   |    |        T7192LS |         |
N IV      |        374.754  |        374.754  |    90 | 9.92e+07    | B    |   58.64816    -    61.95563   | 1s2.2p.(2P*<3/2>).3s | 1P*  | 1   | 1s2.2p.(2P*<3/2>).3p | 1D   | 2   |   3 - 5   |    |          T5633 |  L4738  |
N III     |                 |        375.263  |       | 6.67e+06    | B    |   38.39248    -    41.69546   | 2s.2p.(3P*).3p       | 4D   | 1/2 | 2s.2p.(3P*).3d       | 4P*  | 1/2 |   2 - 2   |    |        T7192LS |         |
N III     |        375.467  |        375.469  |    90 | 3.78e+07    | B    |   35.65680    -    38.95798   | 2s.2p.(3P*).3s       | 4P*  | 3/2 | 2s.2p.(3P*).3p       | 4S   | 3/2 |   4 - 4   |    |        T7192LS |  L3513  |
N III     |                 |        375.757  |       | 6.64e+05    | B    |   38.39248    -    41.69112   | 2s.2p.(3P*).3p       | 4D   | 1/2 | 2s.2p.(3P*).3d       | 4P*  | 3/2 |   2 - 4   |    |        T7192LS |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N III     |                 |        375.765  |       | 6.64e+06    | B    |   38.39689    -    41.69546   | 2s.2p.(3P*).3p       | 4D   | 3/2 | 2s.2p.(3P*).3d       | 4P*  | 1/2 |   4 - 2   |    |        T7192LS |         |
N III     |                 |        376.260  |       | 4.24e+06    | B    |   38.39689    -    41.69112   | 2s.2p.(3P*).3p       | 4D   | 3/2 | 2s.2p.(3P*).3d       | 4P*  | 3/2 |   4 - 4   |    |        T7192LS |         |
N III     |                 |        377.036  |       | 2.63e+05    | B    |   38.39689    -    41.68434   | 2s.2p.(3P*).3p       | 4D   | 3/2 | 2s.2p.(3P*).3d       | 4P*  | 5/2 |   4 - 6   |    |        T7192LS |         |
N III     |        377.105  |        377.103  |   120 | 5.59e+07    | B    |   35.67111    -    38.95798   | 2s.2p.(3P*).3s       | 4P*  | 5/2 | 2s.2p.(3P*).3p       | 4S   | 3/2 |   6 - 4   |    |        T7192LS |  L3513  |
N III     |                 |        377.136  |       | 8.28e+06    | B    |   38.40454    -    41.69112   | 2s.2p.(3P*).3p       | 4D   | 5/2 | 2s.2p.(3P*).3d       | 4P*  | 3/2 |   6 - 4   |    |        T7192LS |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N II      |                 |        377.561  |       | 6.61e+02    | D    |   17.877026   -    21.159916  | 2s.2p3               | 1D*  | 2   | 2s2.2p.3p            | 3P   | 2   |   5 - 5   |    |          T7333 |         |
N III     |                 |        377.916  |       | 2.35e+06    | B    |   38.40454    -    41.68434   | 2s.2p.(3P*).3p       | 4D   | 5/2 | 2s.2p.(3P*).3d       | 4P*  | 5/2 |   6 - 6   |    |        T7192LS |         |
N III     |                 |        378.903  |       | 2.40e+06    | B    |   40.55002    -    43.82128   | 2s.2p.(3P*).3p       | 2S   | 1/2 | 2s.2p.(1P*).3s       | 2P*  | 3/2 |   2 - 4   |    |        T7192LS |         |
N III     |                 |        378.930  |       | 2.40e+06    | B    |   40.55002    -    43.82105   | 2s.2p.(3P*).3p       | 2S   | 1/2 | 2s.2p.(1P*).3s       | 2P*  | 1/2 |   2 - 2   |    |        T7192LS |         |
N III     |                 |        379.297  |       | 1.03e+07    | B    |   38.41648    -    41.68434   | 2s.2p.(3P*).3p       | 4D   | 7/2 | 2s.2p.(3P*).3d       | 4P*  | 5/2 |   8 - 6   |    |        T7192LS |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N I       |                 |        381.8268 |       | 8.95e+05    | C+   |   10.6796702  -    13.9258809 | 2s2.2p2.(3P).3s      | 2P   | 1/2 | 2s2.2p2.(1D).3p      | 2P*  | 3/2 |   2 - 4   |    |          T5714 |         |
N I       |                 |        382.2034 |       | 3.70e+06    | C+   |   10.6796702  -    13.9226823 | 2s2.2p2.(3P).3s      | 2P   | 1/2 | 2s2.2p2.(1D).3p      | 2P*  | 1/2 |   2 - 2   |    |          T5714 |         |
N IV      |                 |        382.393  |       | 1.46e+07    | B    |   59.62204    -    62.86345   | 1s2.2p.(2P*<1/2>).3p | 1P   | 1   | 1s2.2s.4p            | 1P*  | 1   |   3 - 3   |    |          T5633 |         |
N II      |                 |        382.9795 |       | 2.42e+07    | B    |   21.152682   -    24.389122  | 2s2.2p.3p            | 3P   | 1   | 2s2.2p.4s            | 3P*  | 2   |   3 - 5   |    |         T6385n |         |
N I       |                 |        383.0434 |       | 4.67e+06    | C+   |   10.6899807  -    13.9258809 | 2s2.2p2.(3P).3s      | 2P   | 3/2 | 2s2.2p2.(1D).3p      | 2P*  | 3/2 |   4 - 4   |    |          T5714 |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N I       |                 |        383.4224 |       | 1.89e+06    | C+   |   10.6899807  -    13.9226823 | 2s2.2p2.(3P).3s      | 2P   | 3/2 | 2s2.2p2.(1D).3p      | 2P*  | 1/2 |   4 - 2   |    |          T5714 |         |
N II      |        383.837  |        383.8374 |   285 | 6.98e+07    | B    |   21.159916   -    24.389122  | 2s2.2p.3p            | 3P   | 2   | 2s2.2p.4s            | 3P*  | 2   |   5 - 5   |    |         T6385n |  L3513  |
N II      |                 |        384.1138 |       | 5.99e+04    | C    |   25.139688   -    28.366571  | 2s2.2p.4p            | 3D   | 2   | 2s.2p2.(4P).3p       | 3D*  | 3   |   5 - 7   |    |        T5520LS |         |
N II      |                 |        384.2187 |       | 3.06e+07    | B    |   21.148308   -    24.374310  | 2s2.2p.3p            | 3P   | 0   | 2s2.2p.4s            | 3P*  | 1   |   1 - 3   |    |         T6385n |         |
N II      |                 |        384.2449 |       | 8.05e+04    | C    |   25.133347   -    28.359130  | 2s2.2p.4p            | 3D   | 1   | 2s.2p2.(4P).3p       | 3D*  | 2   |   3 - 5   |    |        T5520LS |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N II      |                 |        384.7404 |       | 2.22e+07    | B    |   21.152682   -    24.374310  | 2s2.2p.3p            | 3P   | 1   | 2s2.2p.4s            | 3P*  | 1   |   3 - 3   |    |         T6385n |         |
N II      |                 |        384.7997 |       | 4.01e+05    | C+   |   25.133347   -    28.354479  | 2s2.2p.4p            | 3D   | 1   | 2s.2p2.(4P).3p       | 3D*  | 1   |   3 - 3   |    |        T5520LS |         |
N II      |                 |        385.0017 |       | 3.71e+05    | C+   |   25.139688   -    28.359130  | 2s2.2p.4p            | 3D   | 2   | 2s.2p2.(4P).3p       | 3D*  | 2   |   5 - 5   |    |        T5520LS |         |
N II      |                 |        385.5096 |       | 8.82e+07    | B    |   21.152682   -    24.367883  | 2s2.2p.3p            | 3P   | 1   | 2s2.2p.4s            | 3P*  | 0   |   3 - 1   |    |         T6385n |         |
N II      |                 |        385.5374 |       | 4.72e+05    | C+   |   25.151603   -    28.366571  | 2s2.2p.4p            | 3D   | 3   | 2s.2p2.(4P).3p       | 3D*  | 3   |   7 - 7   |    |        T5520LS |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N II      |                 |        385.5586 |       | 1.33e+05    | C    |   25.139688   -    28.354479  | 2s2.2p.4p            | 3D   | 2   | 2s.2p2.(4P).3p       | 3D*  | 1   |   5 - 3   |    |        T5520LS |         |
N II      |                 |        385.6062 |       | 3.71e+07    | B    |   21.159916   -    24.374310  | 2s2.2p.3p            | 3P   | 2   | 2s2.2p.4s            | 3P*  | 1   |   5 - 3   |    |         T6385n |         |
N II      |                 |        386.4318 |       | 8.23e+04    | C    |   25.151603   -    28.359130  | 2s2.2p.4p            | 3D   | 3   | 2s.2p2.(4P).3p       | 3D*  | 2   |   7 - 5   |    |        T5520LS |         |
