-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |       Observed        |    Unc.     |         Ritz          |    Unc.     |    Rel. |     Aki      | Acc. |             Ei           Ek             |             Lower level              |                Upper level                |  gi   gk  |Type|      TP  |          Line  |
          |      Wavelength       |     (nm)    |      Wavelength       |     (nm)    |    Int. |    (s^-1)    |      |            (eV)         (eV)            |--------------------------------------|-------------------------------------------|           |    |     Ref. |          Ref.  |
          |       Vac (nm)        |             |       Vac (nm)        |             |         |              |      |                                         | Conf.                | Term    | J   | Conf.                | Term     | J       |           |    |          |                |
Ag II     |          280.193      |   0.005     |          280.191850   |  0.000024   |     400 |              |      |     11.14562618    -      15.5692977    | 4d9.(2D<3/2>).5p     | 2[3/2]* | 1   | 4d9.(2D<5/2>).5d     | 2[1/2]   | 1       |   3 - 3   |    |          |        L16216  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag II     |          281.533114   |   0.000024  |          281.533114   |  0.000011   |   13000 | 7.1e+07      | B+   |     11.14562618    -      15.54822375   | 4d9.(2D<3/2>).5p     | 2[3/2]* | 1   | 4d9.(2D<3/2>).6s     | 2[3/2]   | 2       |   3 - 5   |    |    T3754 |    L11881c113  |
Ag I      |          282.439      |   0.010     |          282.4391     |  0.0012     |    100w |              |      |      3.7495671196  -       8.138044     | 4d9.5s2              | 2D      | 5/2 | 4d9.5s.(3D).5p       | 2F*      | 7/2     |   6 - 8   |    |          |         L3326  |
Ag II     |          282.90       |   0.04      |          282.939497   |  0.000013   |     740 |              |      |     10.56354748    -      14.94426250   | 4d9.(2D<5/2>).5p     | 2[5/2]* | 2   | 4d9.(2D<5/2>).6s     | 2[5/2]   | 3       |   5 - 7   |    |          |     L3328c114  |
Ag II     |          283.757      |   0.005     |          283.758520   |  0.000013   |     670 | 4.0e+06      | B    |     11.14562618    -      15.51369761   | 4d9.(2D<3/2>).5p     | 2[3/2]* | 1   | 4d9.(2D<3/2>).6s     | 2[3/2]   | 1       |   3 - 3   |    |    T3754 |     L3328c114  |
Ag II     |          284.0638     |   0.0006    |          284.06282    |  0.00006    |      25 |              |      |     12.3495739     -      16.7129663    | 4d8.5s2              | 3F      | 2   | 4d8.(3F).5s.5p.(3P*) | 5D*      | 1       |   5 - 3   |    |          |    L17886c114  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag II     |          284.17040    |   0.00024   |          284.17040    |  0.00024    |     180 |              |      |     12.1457449     -      16.507486     | 4d8.5s2              | 3F      | 3   | 4d8.(3F).5s.5p.(3P*) | 5D*      | 2       |   7 - 5   |    |          |    L11881c113  |
Ag II     |                       |             |          285.060148   |  0.000013   |         | 1.6e+07      | D+   |     11.20009665    -      15.54822375   | 4d9.(2D<3/2>).5p     | 2[1/2]* | 1   | 4d9.(2D<3/2>).6s     | 2[3/2]   | 2       |   3 - 5   |    |    T9142 |                |
Ag II     |          285.14131    |   0.00010   |          285.14127    |  0.00005    |     410 |              |      |     12.1457449     -      16.4926351    | 4d8.5s2              | 3F      | 3   | 4d9.(2D<5/2>).6p     | 2[5/2]*  | 3       |   7 - 7   |    |          |    L11881c113  |
Ag XLVII  |                       |             |          285.57       |  0.09       |         |              |      | (23157.392)        -  (23161.732)       | 2p                   | 2P*     | 1/2 | 2s                   | 2S       | 1/2     |   2 - 2   |    |          |                |
Ag II     |          285.97113    |   0.00007   |          285.97111    |  0.00005    |     550 |              |      |     12.1457449     -      16.4800217    | 4d8.5s2              | 3F      | 3   | 4d9.(2D<5/2>).6p     | 2[5/2]*  | 2       |   7 - 5   |    |          |    L11881c113  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag II     |          287.341877   |   0.000025  |          287.341884   |  0.000013   |   11400 | 1.06e+08     | C+   |     11.20009665    -      15.51369761   | 4d9.(2D<3/2>).5p     | 2[1/2]* | 1   | 4d9.(2D<3/2>).6s     | 2[3/2]   | 1       |   3 - 3   |    |    T3754 |    L11881c113  |
Ag II     |          287.792171   |   0.000025  |          287.792179   |  0.000025   |    3800 |              |      |     12.3495739     -      16.6564259    | 4d8.5s2              | 3F      | 2   | 4d8.(3F).5s.5p.(3P*) | 5G*      | 3       |   5 - 7   |    |          |    L11881c113  |
Ag II     |          287.878902   |   0.000025  |          287.878902   |  0.000025   |    9800 |              |      |     12.1457449     -      16.4512995    | 4d8.5s2              | 3F      | 3   | 4d8.(3F).5s.5p.(3P*) | 5G*      | 4       |   7 - 9   |    |          |    L11881c113  |
Ag II     |          288.200      |   0.005     |          288.207801   |  0.000025   |     760 |              |      |     11.26865627    -      15.5692977    | 4d9.(2D<3/2>).5p     | 2[3/2]* | 2   | 4d9.(2D<5/2>).5d     | 2[1/2]   | 1       |   5 - 3   |    |          |     L3328c114  |
Ag II     |          289.62710    |   0.00003   |          289.627093   |  0.000012   |   16000 | 8.4e+07      | B    |     11.26865627    -      15.54822375   | 4d9.(2D<3/2>).5p     | 2[3/2]* | 2   | 4d9.(2D<3/2>).6s     | 2[3/2]   | 2       |   5 - 5   |    |    T3754 |    L11881c113  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag II     |          290.0428     |   0.0006    |          290.04230    |  0.00005    |      12 |              |      |     12.1457449     -      16.4191862    | 4d8.5s2              | 3F      | 3   | 4d9.(2D<5/2>).6p     | 2[7/2]*  | 4       |   7 - 9   |    |          |    L17886c114  |
Ag II     |          290.18607    |   0.00003   |          290.186068   |  0.000012   |   14000 | 4.3e+07      | D+   |     10.71975452    -      14.99107881   | 4d9.(2D<5/2>).5p     | 2[5/2]* | 3   | 4d9.(2D<5/2>).6s     | 2[5/2]   | 2       |   7 - 5   |    |    T9142 |    L11881c113  |
Ag II     |          291.98283    |   0.00003   |          291.982822   |  0.000013   |    8400 | 6.0e+07      | C+   |     11.26865627    -      15.51369761   | 4d9.(2D<3/2>).5p     | 2[3/2]* | 2   | 4d9.(2D<3/2>).6s     | 2[3/2]   | 1       |   5 - 3   |    |    T3754 |    L11881c113  |
Ag I      |          292.677      |   0.010     |                       |             |     10w |              |      |                                         |                      |         |     |                      |          |         |           |    |          |         L3326  |
Ag II     |          292.93399    |   0.00003   |          292.933993   |  0.000012   |   10000 | 2.9e+06      | C    |      5.70935604    -       9.94061414   | 4d9.(2D<3/2>).5s     | 2[3/2]  | 2   | 4d9.(2D<5/2>).5p     | 2[3/2]*  | 2       |   5 - 5   |    | T6475c86 |    L11881c113  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag II     |          293.33102    |   0.00003   |          293.33102    |  0.00003    |    1500 |              |      |     11.6461985     -      15.8717298    | 4d8.5s2              | 3F      | 4   | 4d8.(3F).5s.5p.(3P*) | 5D*      | 4       |   9 - 9   |    |          |    L11881c113  |
Ag II     |          293.40208    |   0.00003   |          293.402078   |  0.000013   |   28000 | 7.2e+07      | B    |     10.71975452    -      14.94426250   | 4d9.(2D<5/2>).5p     | 2[5/2]* | 3   | 4d9.(2D<5/2>).6s     | 2[5/2]   | 3       |   7 - 7   |    |    T3754 |    L11881c113  |
Ag II     |          293.5518     |   0.0006    |          293.55204    |  0.00012    |      20 |              |      |     12.1457449     -      16.3680948    | 4d8.5s2              | 3F      | 3   | 4d9.(2D<5/2>).6p     | 2[7/2]*  | 3       |   7 - 7   |    |          |    L17886c114  |
Ag II     |          293.83197    |   0.00003   |          293.831975   |  0.000012   |    8200 | 3.0e+07      | D+   |     10.77275131    -      14.99107881   | 4d9.(2D<3/2>).5p     | 2[5/2]* | 2   | 4d9.(2D<5/2>).6s     | 2[5/2]   | 2       |   5 - 5   |    |    T9142 |    L11881c113  |
Ag I      |          293.842      |   0.010     |          293.840      |  0.003      |     20w |              |      |      3.7495671196  -       7.96778      | 4d9.5s2              | 2D      | 5/2 | 4d9.5s.(3D).5p       | 2F*      | 5/2     |   6 - 6   |    |          |         L3326  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag II     |          298.1018     |   0.0006    |          298.1016     |  0.0003     |      24 |              |      |     12.3495739     -      16.507486     | 4d8.5s2              | 3F      | 2   | 4d8.(3F).5s.5p.(3P*) | 5D*      | 2       |   5 - 5   |    |          |    L17886c114  |
Ag II     |          300.08383    |   0.00006   |          300.08384    |  0.00005    |     510 |              |      |     12.3495739     -      16.4800217    | 4d8.5s2              | 3F      | 2   | 4d9.(2D<5/2>).6p     | 2[5/2]*  | 2       |   5 - 5   |    |          |    L11881c113  |
Ag II     |          300.79395    |   0.00018   |          300.79389    |  0.00006    |     160 |              |      |     12.3495739     -      16.4702718    | 4d8.5s2              | 3F      | 2   | 4d9.(2D<5/2>).6p     | 2[3/2]*  | 1       |   5 - 3   |    |          |    L11881c113  |
Ag II     |          305.13341    |   0.00019   |          305.13340    |  0.00019    |     100 |              |      |     12.1457449     -      16.207842     | 4d8.5s2              | 3F      | 3   | 4d8.(3F).5s.5p.(3P*) | 5D*      | 3       |   7 - 7   |    |          |    L11881c113  |
Ag I      |          309.910      |   0.010     |          309.9100     |  0.0010     |      20 |              |      |      4.304015538   -       8.303507     | 4d9.5s2              | 2D      | 3/2 | 4d9.5s.(3D).5p       | 2D*      | 5/2     |   4 - 6   |    |          |         L3326  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag II     |          312.7698     |   0.0006    |          312.76972    |  0.00007    |     370 |              |      |     13.05085806    -      17.0137823    | 4d8.5s2              | 3P      | 2   | 4d9.(2D<3/2>).6p     | 2[3/2]*  | 1       |   5 - 3   |    |          |    L17886c114  |
Ag I      |          313.002      |   0.010     |          313.0007     |  0.0015     |     30w |              |      |      3.7495671196  -       7.709567     | 4d9.5s2              | 2D      | 5/2 | 4d9.5s.(3D).5p       | 4D*      | 5/2     |   6 - 6   |    |          |         L3326  |
Ag II     |          314.60704    |   0.00008   |          314.607035   |  0.000015   |      97 |              |      |     11.05129731    -      14.99107881   | 4d9.(2D<3/2>).5p     | 2[5/2]* | 3   | 4d9.(2D<5/2>).6s     | 2[5/2]   | 2       |   7 - 5   |    |          |    L11881c113  |
Ag I      |          317.0579     |   0.0010    |          317.0583     |  0.0005     |     10w |              |      |      3.7495671196  -       7.658891     | 4d9.5s2              | 2D      | 5/2 | 4d9.5s.(3D).5p       | 4D*      | 7/2     |   6 - 8   |    |          |         L3326  |
Ag II     |          318.07128    |   0.00003   |          318.071265   |  0.000019   |    1500 | 4.30e+06     | B+   |     10.18799633    -      14.08486982   | 4d9.(2D<5/2>).5p     | 2[7/2]* | 3   | 4d8.5s2              | 1G       | 4       |   7 - 9   |    |    T3754 |    L11881c113  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag II     |          318.39060    |   0.00003   |          318.390601   |  0.000015   |    1300 | 4.0e+06      | B    |     11.05129731    -      14.94426250   | 4d9.(2D<3/2>).5p     | 2[5/2]* | 3   | 4d9.(2D<5/2>).6s     | 2[5/2]   | 3       |   7 - 7   |    |    T3754 |    L11881c113  |
Ag I      |          321.567      |   0.010     |          321.564      |  0.021      |     15w |              |      |      6.9708242     -      10.82537      | 4d9.5s.(3D).5p       | 4P*     | 5/2 | 4d9.5s.(3D).5d       | 4D       | 7/2     |   6 - 8   |    |          |         L3326  |
Ag II     |          322.32462    |   0.00003   |          322.324625   |  0.000015   |    3300 | 6.9e+06      | D+   |     11.14562618    -      14.99107881   | 4d9.(2D<3/2>).5p     | 2[3/2]* | 1   | 4d9.(2D<5/2>).6s     | 2[5/2]   | 2       |   3 - 5   |    |    T9142 |    L11881c113  |
Ag I      |          322.515      |   0.010     |          322.506      |  0.021      |      10 |              |      |      6.9708242     -      10.81411      | 4d9.5s.(3D).5p       | 4P*     | 5/2 | 4d9.5s.(3D).5d       | 4P       | 5/2     |   6 - 6   |    |          |         L3326  |
Ag I      |          323.318      |   0.010     |          323.321      |  0.021      |      15 |              |      |      6.9708242     -      10.80443      | 4d9.5s.(3D).5p       | 4P*     | 5/2 | 4d9.5s.(3D).5d       | 2D       | 5/2     |   6 - 6   |    |          |         L3326  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
