---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |      Observed      |        Ritz        |    Rel. |     Aki     | Acc. |        Ei           Ek        |             Lower level             |               Upper level                |  gi   gk  |Type|    TP  |       Line  |
          |     Wavelength     |     Wavelength     |    Int. |   (s^-1)    |      |       (eV)         (eV)       |-------------------------------------|------------------------------------------|           |    |   Ref. |       Ref.  |
          |      Air (nm)      |      Air (nm)      |         |             |      |                               | Conf.            | Term      | J    | Conf.                | Term       | J    |           |    |        |             |
W I       |         341.5548   |         341.5546   |      20 |             |      |   2.501282    -    6.130237   | 5d4.6s2          | 1S2       | 0    |                      | *          | 1    |   1 - 3   |    |        |       L153  |
W I       |         341.5908   |         341.5909   |       5 |             |      |   1.649870    -    5.278440   | 5d4.6s2          | 3P2       | 1    |                      | *          | 1    |   3 - 3   |    |        |       L153  |
W II      |         341.662536 |         341.662536 |     296 |             |      |   1.08006032  -    4.70786942 | 5d3.6s2          | 4F        | 3/2  | 5d3.(4F).6s.(5F).6p  | 6G*        | 3/2  |   4 - 4   |    |        |     L11762  |
W I       |         341.7508   |         341.7516   |       6 |             |      |   1.655010    -    5.281874   | 5d4.6s2          | 3G        | 3    |                      | *          | 3    |   7 - 7   |    |        |       L153  |
          |                    |                    |         |             |      |                               |                  |           |      |                      |            |      |           |    |        |             |
W I       |         341.807    |         341.8076   |       2 |             |      |   2.458116    -    6.084386   | 5d4.6s2          | 3G        | 5    |                      | *          | 5    |  11 - 11  |    |        |       L153  |
W I       |         341.8241   |         341.8246   |      10 |             |      |   2.037223    -    5.663312   | 5d4.6s2          | 3G        | 4    |                      | *          | 3    |   9 - 7   |    |        |       L153  |
W I       |         341.8456   |         341.8471   |      20 |             |      |   2.458319    -    6.084170   | 5d5.(4P).6s      | 5P        | 3    |                      | *          | 3    |   7 - 7   |    |        |       L153  |
W I       |         341.9170   |         341.9184   |       3 |             |      |   3.500500    -    7.125595   | 5d5.(4F).6s      | 5F        | 5    |                      | *          | 4    |  11 - 9   |    |        |       L153  |
W I       |         341.9277   |         341.9255   |     30* |             |      |   3.051360    -    6.676379   | 5d4.6s2          | 1F        | 3    |                      | *          | 4    |   7 - 9   |    |        |       L153  |
          |                    |                    |         |             |      |                               |                  |           |      |                      |            |      |           |    |        |             |
W I       |         341.9277   |         341.9290   |     30* |             |      |   2.857502    -    6.482484   | 5d4.6s.(6D).6p   | 7F*       | 3    |                      |            | 3    |   7 - 7   |    |        |       L153  |
W II      |         341.97095  |         341.97096  |       3 |             |      |   3.24325067  -    6.8677880  | 5d5              | 4G        | 9/2  |                      |            | 9/2  |  10 - 10  |    |        |     L11762  |
W I       |         342.0075   |         342.0085   |       3 |             |      |   2.194667    -    5.818807   | 5d4.6s2          | 3F2       | 3    |                      | *          | 4    |   7 - 9   |    |        |       L153  |
W I       |         342.0348   |         342.0362   |      25 |             |      |   2.833386    -    6.457232   | 5d4.6s2          | 1G2       | 4    |                      | *          | 5    |   9 - 11  |    |        |       L153  |
W II      |         342.11336  |         342.11336  |      27 |             |      |   3.07537991  -    6.6984086  |                  |           | 7/2  |                      |            | 5/2  |   8 - 6   |    |        |     L11762  |
          |                    |                    |         |             |      |                               |                  |           |      |                      |            |      |           |    |        |             |
