-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |    Observed     |      Ritz       |  Rel. |    Aki     | Acc. |         Ei           Ek         |                 Lower level                  |                  Upper level                  |  gi   gk  |   Type|                                      TP  |   Line  |
          |   Wavelength    |   Wavelength    |  Int. |   (s^-1)   |      |        (eV)         (eV)        |----------------------------------------------|-----------------------------------------------|           |       |                                     Ref. |   Ref.  |
          |    Vac (nm)     |    Vac (nm)     |       |            |      |                                 | Conf.                     | Term       | J   | Conf.                     | Term       | J    |           |       |                                          |         |
Si XIII   |                 |          2.8908 |       | 5.79e+11   | A    | [1864.975]     -  [2293.8620]   | 1s.2p                     | 1P*        | 1   | 1s.4d                     | 1D         | 2    |   3 - 5   |       |                                  T5231c4 |         |
          |                 |                 |       |            |      |                                 |                           |            |     |                           |            |      |           |       |                                          |         |
Si XIII   |                 |          2.8981 |       | 8.67e+10   | B+   | [1864.975]     -  [2292.7818]   | 1s.2p                     | 1P*        | 1   | 1s.4s                     | 1S         | 0    |   3 - 1   |       |                                  T5231c4 |         |
Si XII    |                 |          2.9439 |       | 1.77e+11   | B+   |    23.8127     -    444.97      | 1s2.2p                    | 2P*        | 1/2 | 1s2.5d                    | 2D         | 3/2  |   2 - 4   |       |                                    T5593 |         |
Si XII    |                 |          2.9509 |       | 2.11e+11   | B+   |    24.8263     -    444.985     | 1s2.2p                    | 2P*        | 3/2 | 1s2.5d                    | 2D         | 5/2  |   4 - 6   |       |                                    T5593 |         |
Si XII    |                 |          2.9510 |       | 3.52e+10   | B+   |    24.8263     -    444.97      | 1s2.2p                    | 2P*        | 3/2 | 1s2.5d                    | 2D         | 3/2  |   4 - 4   |       |                                    T5593 |         |
Si XII    |                 |          2.9574 |       | 1.30e+10   | B    |    23.8127     -    443.051     | 1s2.2p                    | 2P*        | 1/2 | 1s2.5s                    | 2S         | 1/2  |   2 - 2   |       |                                    T5593 |         |
          |                 |                 |       |            |      |                                 |                           |            |     |                           |            |      |           |       |                                          |         |
Si XII    |                 |          2.9645 |       | 2.58e+10   | B    |    24.8263     -    443.051     | 1s2.2p                    | 2P*        | 3/2 | 1s2.5s                    | 2S         | 1/2  |   4 - 2   |       |                                    T5593 |         |
Si XII    |                 |          3.1012 |       | 2.03e+11   | A    |     0.0000     -    399.793     | 1s2.2s                    | 2S         | 1/2 | 1s2.4p                    | 2P*        | 3/2  |   2 - 4   |       |                              T5593,T6094 |         |
Si XII    |                 |          3.1023 |       | 2.04e+11   | B+   |     0.0000     -    399.657     | 1s2.2s                    | 2S         | 1/2 | 1s2.4p                    | 2P*        | 1/2  |   2 - 2   |       |                              T5593,T6094 |         |
Si XI     |                 |          3.1926 |       | 1.42e+11   | D    |    21.3431     -    409.69      | 1s2.2s.2p                 | 3P*        | 1   | 1s2.2s.5d                 | 3D         | 2    |   3 - 5   |       |                               T5633c4,LS |         |
Si XI     |                 |          3.1979 |       | 4.71e+10   | E    |    21.9846     -    409.69      | 1s2.2s.2p                 | 3P*        | 2   | 1s2.2s.5d                 | 3D         | 2    |   5 - 5   |       |                               T5633c4,LS |         |
          |                 |                 |       |            |      |                                 |                           |            |     |                           |            |      |           |       |                                          |         |
Si XI     |                 |          3.1979 |       | 1.88e+11   | D    |    21.9846     -    409.69      | 1s2.2s.2p                 | 3P*        | 2   | 1s2.2s.5d                 | 3D         | 3    |   5 - 7   |       |                               T5633c4,LS |         |
Si XII    |                 |          3.2888 |       | 3.81e+11   | A    |    23.8127     -    400.80      | 1s2.2p                    | 2P*        | 1/2 | 1s2.4d                    | 2D         | 3/2  |   2 - 4   |       |                              T5593,T6094 |         |
Si XII    |                 |          3.2973 |       | 4.56e+11   | A    |    24.8263     -    400.8       | 1s2.2p                    | 2P*        | 3/2 | 1s2.4d                    | 2D         | 5/2  |   4 - 6   |       |                              T5593,T6094 |         |
Si XII    |                 |          3.2977 |       | 7.45e+10   | B+   |    24.8263     -    400.80      | 1s2.2p                    | 2P*        | 3/2 | 1s2.4d                    | 2D         | 3/2  |   4 - 4   |       |                              T5593,T6094 |         |
Si XI     |                 |          3.3153 |       | 3.53e+11   | D+   |    61.3971     -    435.373?    | 1s2.2p2                   | 1D         | 2   | 1s2.2p.5d                 | 1F*        | 3    |   5 - 7   |       |                                  T5633c4 |         |
          |                 |                 |       |            |      |                                 |                           |            |     |                           |            |      |           |       |                                          |         |
Si XI     |                 |          3.3165 |       | 4.00e+10   | E    |    21.3431     -    395.184?    | 1s2.2s.2p                 | 3P*        | 1   | 1s2.2p.4p                 | 3P         | 2    |   3 - 5   |       |                               T5633c4,LS |         |
Si XI     |                 |          3.3222 |       | 1.19e+11   | D    |    21.9846     -    395.184?    | 1s2.2s.2p                 | 3P*        | 2   | 1s2.2p.4p                 | 3P         | 2    |   5 - 5   |       |                               T5633c4,LS |         |
Si XII    |                 |          3.3222 |       | 2.60e+10   | B+   |    23.8127     -   [397.01]     | 1s2.2p                    | 2P*        | 1/2 | 1s2.4s                    | 2S         | 1/2  |   2 - 2   |       |                                c22,T5593 |         |
Si XI     |                 |          3.3298 |       | 1.27e+11   | D    |    21.9846     -    394.33?     | 1s2.2s.2p                 | 3P*        | 2   | 1s2.2p.4p                 | 3D         | 3    |   5 - 7   |       |                               T5633c4,LS |         |
Si XII    |                 |          3.3313 |       | 5.24e+10   | B+   |    24.8263     -   [397.01]     | 1s2.2p                    | 2P*        | 3/2 | 1s2.4s                    | 2S         | 1/2  |   4 - 2   |       |                                c22,T5593 |         |
          |                 |                 |       |            |      |                                 |                           |            |     |                           |            |      |           |       |                                          |         |
Si XI     |                 |          3.3515 |       | 3.03e+11   | D    |     0.0000     -    369.937?    | 1s2.2s2                   | 1S         | 0   | 1s2.2s.4p                 | 1P*        | 1    |   1 - 3   |       |                                  T5633c4 |         |
Si XI     |                 |          3.3573 |       | 1.65e+11   | D    |    40.8750     -    410.172     | 1s2.2s.2p                 | 1P*        | 1   | 1s2.2s.5d                 | 1D         | 2    |   3 - 5   |       |                                  T5633c4 |         |
Si X      |                 |          3.4238 |       | 9.48e+10   | B    |     0.86672    -    362.991?    | 2s2.2p                    | 2P*        | 3/2 | 2s2.6d                    | 2D         | 5/2  |   4 - 6   |       |                                    T7059 |         |
Si XI     |                 |          3.4910 |       | 1.87e+11   | D    |    40.8750     -    396.029?    | 1s2.2s.2p                 | 1P*        | 1   | 1s2.2p.4p                 | 1D         | 2    |   3 - 5   |       |                                  T5633c4 |         |
Si XI     |                 |          3.5353 |       | 2.37e+11   | D    |    21.0528     -    371.752     | 1s2.2s.2p                 | 3P*        | 0   | 1s2.2s.4d                 | 3D         | 1    |   1 - 3   |       |                               T5633c4,LS |         |
          |                 |                 |       |            |      |                                 |                           |            |     |                           |            |      |           |       |                                          |         |
Si XI     |                 |          3.5383 |       | 3.18e+11   | D+   |    21.3431     -    371.752     | 1s2.2s.2p                 | 3P*        | 1   | 1s2.2s.4d                 | 3D         | 2    |   3 - 5   |       |                               T5633c4,LS |         |
Si XI     |                 |          3.5383 |       | 1.76e+11   | D    |    21.3431     -    371.752     | 1s2.2s.2p                 | 3P*        | 1   | 1s2.2s.4d                 | 3D         | 1    |   3 - 3   |       |                               T5633c4,LS |         |
Si XI     |                 |          3.5446 |       | 4.21e+11   | C    |    21.9846     -    371.768     | 1s2.2s.2p                 | 3P*        | 2   | 1s2.2s.4d                 | 3D         | 3    |   5 - 7   |       |                               T5633c4,LS |         |
