---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |          Observed          |   Unc.   |            Ritz            |     Unc.     |  Rel. |     Aki      | Acc. |         Ei           Ek         |      Lower level      |      Upper level      |  gi   gk  |Type|      TP  |       Line  |
          |         Wavelength         |   (nm)   |         Wavelength         |     (nm)     |  Int. |    (s^-1)    |      |        (eV)         (eV)        |-----------------------|-----------------------|           |    |     Ref. |       Ref.  |
          |          Vac (nm)          |          |          Vac (nm)          |              |       |              |      |                                 | Conf.  | Term | J     | Conf.  | Term | J     |           |    |          |             |
He II     |                            |          |              273.3314467   |  0.0000021   |       | 5.0097e+06   | AA   | (48.3715122)   -  (52.9062084)  | 3p     | 2P*  | 3/2   | 6d     | 2D   | 3/2   |   4 - 4   |    |    T8637 |             |
He II     |                            |          |              273.3329344   |  0.0000021   |       | 5.4128e+06   | AA   | (48.3715122)   -  (52.9061838)  | 3p     | 2P*  | 3/2   | 6s     | 2S   | 1/2   |   4 - 2   |    |    T8637 |             |
He II     |                            |          |              273.3330439   |  0.0000021   |       | 1.2526e+06   | AA   | (48.3715118)   -  (52.9061816)  | 3d     | 2D   | 3/2   | 6p     | 2P*  | 1/2   |   4 - 2   |    |    T8637 |             |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He II     |                            |          |              273.3349388   |  0.0000021   |       | 3.4351e+07   | AA   | (48.3715835)   -  (52.9062219)  | 3d     | 2D   | 5/2   | 6f     | 2F*  | 7/2   |   6 - 8   |    |    T8637 |             |
He II     |                            |          |              273.3352090   |  0.0000021   |       | 2.2900e+06   | AA   | (48.3715835)   -  (52.9062174)  | 3d     | 2D   | 5/2   | 6f     | 2F*  | 5/2   |   6 - 6   |    |    T8637 |             |
He II     |                            |          |              273.3357457   |  0.0000021   |       | 1.1272e+06   | AA   | (48.3715835)   -  (52.9062085)  | 3d     | 2D   | 5/2   | 6p     | 2P*  | 3/2   |   6 - 4   |    |    T8637 |             |
He I      |                            |          |              276.3801579   |  0.0000021   |    2* | 1.2508e+06   | AAA  | [19.81961468]  -  [24.30429198] | 1s.2s  | 3S   | 1     | 1s.7p  | 3P*  | 0     |   3 - 1   |    | T8636c73 |       L366  |
He I      |                            |          |              276.3803093   |  0.0000021   |    2* | 1.2508e+06   | AAA  | [19.81961468]  -  [24.30428952] | 1s.2s  | 3S   | 1     | 1s.7p  | 3P*  | 1     |   3 - 3   |    | T8636c73 |       L366  |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |                            |          |              276.3803217   |  0.0000021   |    2* | 1.2508e+06   | AAA  | [19.81961468]  -  [24.30428932] | 1s.2s  | 3S   | 1     | 1s.7p  | 3P*  | 2     |   3 - 5   |    | T8636c73 |       L366  |
He I      |              281.82        |  0.03    |              281.82        |  0.04        |    10 |              |      |  59.67378      -   64.0719      | 2p2    | 3P   | 0,1,2 | 2p.3d  | 3P*  | 0,1,2 |   9 - 9   |    |          |      L1786  |
He I      |                            |          |              282.9078407   |  0.0000021   |    4* | 1.9389e+06   | AAA  | [19.81961468]  -  [24.20081983] | 1s.2s  | 3S   | 1     | 1s.6p  | 3P*  | 0     |   3 - 1   |    | T8636c73 |       L366  |
He I      |                            |          |              282.9080946   |  0.0000021   |    4* | 1.9389e+06   | AAA  | [19.81961468]  -  [24.20081590] | 1s.2s  | 3S   | 1     | 1s.6p  | 3P*  | 1     |   3 - 3   |    | T8636c73 |       L366  |
He I      |                            |          |              282.9081153   |  0.0000021   |    4* | 1.9389e+06   | AAA  | [19.81961468]  -  [24.20081557] | 1s.2s  | 3S   | 1     | 1s.6p  | 3P*  | 2     |   3 - 5   |    | T8636c73 |       L366  |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |              294.5106      |  0.0010  |              294.5098925   |  0.0000021   |   10* | 3.2006e+06   | AAA  | [19.81961468]  -  [24.02823262] | 1s.2s  | 3S   | 1     | 1s.5p  | 3P*  | 0     |   3 - 1   |    | T8636c73 |  L14925c72  |
He I      |              294.5106      |  0.0010  |              294.5103735   |  0.0000021   |   10* | 3.2006e+06   | AAA  | [19.81961468]  -  [24.02822575] | 1s.2s  | 3S   | 1     | 1s.5p  | 3P*  | 1     |   3 - 3   |    | T8636c73 |  L14925c72  |
He I      |              294.5106      |  0.0010  |              294.5104128   |  0.0000021   |   10* | 3.2006e+06   | AAA  | [19.81961468]  -  [24.02822519] | 1s.2s  | 3S   | 1     | 1s.5p  | 3P*  | 2     |   3 - 5   |    | T8636c73 |  L14925c72  |
He I      |              301.37        |  0.03    |              301.371       |  0.015       |    40 |              |      |  59.67378      -   63.78658     | 2p2    | 3P   | 0,1,2 | 2p.3d  | 3D*  | 1,2,3 |   9 - 15  |    |          |      L1786  |
He I      |                            |          |              318.7733175   |  0.0000020   |       | 5.6361e+06   | AAA  | [19.81961468]  -  [23.70790615] | 1s.2s  | 3S   | 1     | 1s.4p  | 3P*  | 0     |   3 - 1   |    | T8636c73 |             |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |              318.7745      |  0.0010  |              318.7744390   |  0.0000020   |   20* | 5.6361e+06   | AAA  | [19.81961468]  -  [23.70789247] | 1s.2s  | 3S   | 1     | 1s.4p  | 3P*  | 1     |   3 - 3   |    | T8636c73 |  L14925c72  |
He I      |              318.7745      |  0.0010  |              318.7745305   |  0.0000020   |   20* | 5.6361e+06   | AAA  | [19.81961468]  -  [23.70789135] | 1s.2s  | 3S   | 1     | 1s.4p  | 3P*  | 2     |   3 - 5   |    | T8636c73 |  L14925c72  |
He II     |                            |          |              320.2946921   |  0.0000020   |       | 4.5246e+07   | AA   | (48.3712970)   -  (52.2411201)  | 3p     | 2P*  | 1/2   | 5d     | 2D   | 3/2   |   2 - 4   |    |    T8637 |             |
He II     |                            |          |              320.2961177   |  0.0000020   |       | 2.6218e+07   | AA   | (48.3713143)   -  (52.2411202)  | 3s     | 2S   | 1/2   | 5p     | 2P*  | 3/2   |   2 - 4   |    |    T8637 |             |
He II     |                            |          |              320.2982222   |  0.0000020   |       | 4.8278e+06   | AA   | (48.3712970)   -  (52.2410774)  | 3p     | 2P*  | 1/2   | 5s     | 2S   | 1/2   |   2 - 2   |    |    T8637 |             |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He II     |                            |          |              320.2999646   |  0.0000020   |       | 2.6218e+07   | AA   | (48.3713143)   -  (52.2410737)  | 3s     | 2S   | 1/2   | 5p     | 2P*  | 1/2   |   2 - 2   |    |    T8637 |             |
He II     |                            |          |              320.3111934   |  0.0000020   |       | 6.7861e+07   | AA   | (48.3715118)   -  (52.2411355)  | 3d     | 2D   | 3/2   | 5f     | 2F*  | 5/2   |   4 - 6   |    |    T8637 |             |
He II     |                            |          |              320.3112204   |  0.0000020   |       | 5.4289e+07   | AA   | (48.3715122)   -  (52.2411356)  | 3p     | 2P*  | 3/2   | 5d     | 2D   | 5/2   |   4 - 6   |    |    T8637 |             |
He II     |                            |          |              320.3124670   |  0.0000020   |       | 2.3937e+05   | AA   | (48.3715118)   -  (52.2411202)  | 3d     | 2D   | 3/2   | 5p     | 2P*  | 3/2   |   4 - 4   |    |    T8637 |             |
He II     |                            |          |              320.3125027   |  0.0000020   |       | 9.0480e+06   | AA   | (48.3715122)   -  (52.2411201)  | 3p     | 2P*  | 3/2   | 5d     | 2D   | 3/2   |   4 - 4   |    |    T8637 |             |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He II     |                            |          |              320.3160332   |  0.0000020   |       | 9.6553e+06   | AA   | (48.3715122)   -  (52.2410774)  | 3p     | 2P*  | 3/2   | 5s     | 2S   | 1/2   |   4 - 2   |    |    T8637 |             |
He II     |                            |          |              320.3163143   |  0.0000020   |       | 2.3940e+06   | AA   | (48.3715118)   -  (52.2410737)  | 3d     | 2D   | 3/2   | 5p     | 2P*  | 1/2   |   4 - 2   |    |    T8637 |             |
He II     |                            |          |              320.3164890   |  0.0000020   |       | 7.2705e+07   | AA   | (48.3715835)   -  (52.2411433)  | 3d     | 2D   | 5/2   | 5f     | 2F*  | 7/2   |   6 - 8   |    |    T8637 |             |
He II     |                            |          |              320.3171301   |  0.0000020   |       | 4.8469e+06   | AA   | (48.3715835)   -  (52.2411355)  | 3d     | 2D   | 5/2   | 5f     | 2F*  | 5/2   |   6 - 6   |    |    T8637 |             |
He II     |                            |          |              320.3184037   |  0.0000020   |       | 2.1543e+06   | AA   | (48.3715835)   -  (52.2411202)  | 3d     | 2D   | 5/2   | 5p     | 2P*  | 3/2   |   6 - 4   |    |    T8637 |             |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |              323.1266      |  0.0010  |              323.1270384   |  0.0000020   |     0 | 5.1015e+05   | AAA  | [20.61577496]  -  [24.45167858] | 1s.2s  | 1S   | 0     | 1s.10p | 1P*  | 1     |   1 - 3   |    | T8636c73 |     L14924  |
He I      |              325.8275      |  0.0010  |              325.8273495   |  0.0000020   |     1 | 6.9627e+05   | AAA  | [20.61577496]  -  [24.41988943] | 1s.2s  | 1S   | 0     | 1s.9p  | 1P*  | 1     |   1 - 3   |    | T8636c73 |     L14924  |
He I      |                            |          |              329.6772928   |  0.0000020   |       | 9.8432e+05   | AAA  | [20.61577496]  -  [24.37546682] | 1s.2s  | 1S   | 0     | 1s.8p  | 1P*  | 1     |   1 - 3   |    | T8636c73 |             |
He I      |                            |          |              335.4555087   |  0.0000021   |     1 | 1.4537e+06   | AAA  | [20.61577496]  -  [24.31070830] | 1s.2s  | 1S   | 0     | 1s.7p  | 1P*  | 1     |   1 - 3   |    | T8636c73 |       L366  |
He I      |                            |          |              344.7589022   |  0.0000021   |     2 | 2.2691e+06   | AAA  | [20.61577496]  -  [24.21100280] | 1s.2s  | 1S   | 0     | 1s.6p  | 1P*  | 1     |   1 - 3   |    | T8636c73 |       L366  |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |                            |          |              344.9270793   |  0.0000021   |       | 3.9163e+00   | AAA  | [20.61577496]  -  [24.20924991] | 1s.2s  | 1S   | 0     | 1s.6d  | 1D   | 2     |   1 - 5   | E2 |    T7378 |             |
He I      |              355.4415      |  0.0010  |              355.4406135   |  0.0000021   |    1* | 3.6386e+04   | AAA  | [20.96408703]  -  [24.45127409] | 1s.2p  | 3P*  | 2     | 1s.10d | 3D   | 1     |   5 - 3   |    | T8636c73 |       L551  |
He I      |              355.4415      |  0.0010  |              355.4406284   |  0.0000021   |    1* | 3.2745e+05   | AAA  | [20.96408703]  -  [24.45127394] | 1s.2p  | 3P*  | 2     | 1s.10d | 3D   | 2     |   5 - 5   |    | T8636c73 |       L551  |
He I      |              355.4415      |  0.0010  |              355.4406294   |  0.0000021   |    1* | 1.3099e+05   | AAA  | [20.96408703]  -  [24.45127393] | 1s.2p  | 3P*  | 2     | 1s.10d | 3D   | 3     |   5 - 7   |    | T8636c73 |       L551  |
He I      |              355.4415      |  0.0010  |              355.4415793   |  0.0000021   |    1* | 5.4579e+05   | AAA  | [20.96409651]  -  [24.45127409] | 1s.2p  | 3P*  | 1     | 1s.10d | 3D   | 1     |   3 - 3   |    | T8636c73 |       L551  |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |              355.4415      |  0.0010  |              355.4415942   |  0.0000021   |    1* | 9.8235e+05   | AAA  | [20.96409651]  -  [24.45127394] | 1s.2p  | 3P*  | 1     | 1s.10d | 3D   | 2     |   3 - 5   |    | T8636c73 |       L551  |
He I      |                            |          |              355.4540649   |  0.0000021   |       | 7.2772e+05   | AAA  | [20.96421899]  -  [24.45127409] | 1s.2p  | 3P*  | 0     | 1s.10d | 3D   | 1     |   1 - 3   |    | T8636c73 |             |
He I      |              356.2979      |  0.0010  |              356.2969069   |  0.0000021   |    0* | 2.6868e+05   | AAA  | [20.96408703]  -  [24.44289352] | 1s.2p  | 3P*  | 2     | 1s.10s | 3S   | 1     |   5 - 3   |    | T8636c73 |       L366  |
He I      |              356.2979      |  0.0010  |              356.2978774   |  0.0000021   |    0* | 1.6121e+05   | AAA  | [20.96409651]  -  [24.44289352] | 1s.2p  | 3P*  | 1     | 1s.10s | 3S   | 1     |   3 - 3   |    | T8636c73 |       L366  |
He I      |                            |          |              356.3104232   |  0.0000021   |       | 5.3735e+04   | AAA  | [20.96421899]  -  [24.44289352] | 1s.2p  | 3P*  | 0     | 1s.10s | 3S   | 1     |   1 - 3   |    | T8636c73 |             |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |              358.7270      |  0.0010  |              358.7261792   |  0.0000021   |    1* | 5.0298e+04   | AAA  | [20.96408703]  -  [24.41933590] | 1s.2p  | 3P*  | 2     | 1s.9d  | 3D   | 1     |   5 - 3   |    | T8636c73 |       L551  |
He I      |              358.7270      |  0.0010  |              358.7262000   |  0.0000021   |    1* | 4.5265e+05   | AAA  | [20.96408703]  -  [24.41933570] | 1s.2p  | 3P*  | 2     | 1s.9d  | 3D   | 2     |   5 - 5   |    | T8636c73 |       L551  |
He I      |              358.7270      |  0.0010  |              358.7262015   |  0.0000021   |    1* | 1.8107e+06   | AAA  | [20.96408703]  -  [24.41933568] | 1s.2p  | 3P*  | 2     | 1s.9d  | 3D   | 3     |   5 - 7   |    | T8636c73 |       L551  |
He I      |              358.7270      |  0.0010  |              358.7271630   |  0.0000021   |    1* | 7.5448e+05   | AAA  | [20.96409651]  -  [24.41933590] | 1s.2p  | 3P*  | 1     | 1s.9d  | 3D   | 1     |   3 - 3   |    | T8636c73 |       L551  |
He I      |              358.7270      |  0.0010  |              358.7271838   |  0.0000021   |    1* | 1.3580e+06   | AAA  | [20.96409651]  -  [24.41933570] | 1s.2p  | 3P*  | 1     | 1s.9d  | 3D   | 2     |   3 - 5   |    | T8636c73 |       L551  |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |                            |          |              358.7398804   |  0.0000021   |     0 | 1.0060e+06   | AAA  | [20.96421899]  -  [24.41933590] | 1s.2p  | 3P*  | 0     | 1s.9d  | 3D   | 1     |   1 - 3   |    | T8636c73 |       L551  |
He I      |                            |          |              359.9304497   |  0.0000021   |       | 3.7358e+05   | AAA  | [20.96408703]  -  [24.40777550] | 1s.2p  | 3P*  | 2     | 1s.9s  | 3S   | 1     |   5 - 3   |    | T8636c73 |             |
He I      |                            |          |              359.9314401   |  0.0000021   |       | 2.2415e+05   | AAA  | [20.96409651]  -  [24.40777550] | 1s.2p  | 3P*  | 1     | 1s.9s  | 3S   | 1     |   3 - 3   |    | T8636c73 |             |
He I      |                            |          |              359.9442430   |  0.0000021   |       | 7.4716e+04   | AAA  | [20.96421899]  -  [24.40777550] | 1s.2p  | 3P*  | 0     | 1s.9s  | 3S   | 1     |   1 - 3   |    | T8636c73 |             |
He I      |              361.3643      |  0.0010  |              361.3642080   |  0.0000021   |     3 | 3.8022e+06   | AAA  | [20.61577496]  -  [24.04580053] | 1s.2s  | 1S   | 0     | 1s.5p  | 1P*  | 1     |   1 - 3   |    | T8636c73 |  L14925c72  |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |                            |          |              361.6802357   |  0.0000021   |       | 8.2983e+00   | AAA  | [20.61577496]  -  [24.04280353] | 1s.2s  | 1S   | 0     | 1s.5d  | 1D   | 2     |   1 - 5   | E2 |    T7378 |             |
