-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |      Observed       |   Unc.    |        Ritz         |   Unc.    |      Rel. |     Aki     | Acc. |           Ei           Ek           |              Lower level              |                Upper level                |  gi   gk  |Type|         TP  |                       Line  |
          |     Wavelength      |    (nm)   |     Wavelength      |    (nm)   |      Int. |   (s^-1)    |      |          (eV)         (eV)          |---------------------------------------|-------------------------------------------|           |    |        Ref. |                       Ref.  |
          |      Air (nm)       |           |      Air (nm)       |           |           |             |      |                                     | Conf.                | Term     | J   | Conf.                | Term     | J       |           |    |             |                             |
Cu II     |          399.07807  |  0.00013  |          399.07773  |  0.00005  |       960 |             |      |     13.64873556  -      16.7546253  | 3d9.(2D<3/2>).5s     | 2[3/2]   | 1   | 3d8.(3P).4s.4p.(3P*) | 3P*      | 1       |   3 - 3   |    |             |                   L869c171  |
Cu II     |          399.33023  |  0.00012  |          399.33022  |  0.00005  |      2600 |             |      |     15.06716110  -      18.1710871  | 3d8.(3F).4s.4p.(3P*) | 1F*      | 3   | 3d9.(2D<5/2>).6d     | 2[7/2]   | 4       |   7 - 9   |    |             |                   L869c171  |
          |                     |           |                     |           |           |             |      |                                     |                      |          |     |                      |          |         |           |    |             |                             |
Cu I      |          399.3692   |  0.0021   |          399.3689   |  0.0006   |        0? |             |      |      5.681072    -       8.784698   | 3d9.(2D).4s.4p.(3P*) | 2P*      | 1/2 | 3d9.4s.(3D).4d       | 2P       | 3/2     |   2 - 4   |    |             |                       L772  |
Cu I      |          399.8018   |  0.0017   |          399.8023   |  0.0008   |         3 |             |      |      5.724709    -       8.824970   | 3d9.(2D).4s.4p.(3P*) | *        | 3/2 | 3d9.4s.(3D).4d       | 4P       | 5/2     |   4 - 6   |    |             |                       L772  |
Cu II     |          399.83675  |  0.00012  |          399.83684  |  0.00005  |       860 |             |      |     15.31909392  -      18.4190872  | 3d9.(2D<3/2>).5p     | 2[3/2]*  | 2   | 3d9.(2D<3/2>).6d     | 2[3/2]   | 2       |   5 - 5   |    |             |                   L869c171  |
Cu I      |          400.3028   |  0.0009   |          400.3025   |  0.0006   |        15 |             |      |      5.688311    -       8.784698   | 3d9.(2D).4s.4p.(3P*) | 2P*      | 3/2 | 3d9.4s.(3D).4d       | 2P       | 3/2     |   4 - 4   |    |             |                       L772  |
Cu II     |          400.34759  |  0.00012  |          400.34736  |  0.00005  |      1600 |             |      |     15.06716110  -      18.1632014  | 3d8.(3F).4s.4p.(3P*) | 1F*      | 3   | 3d9.(2D<5/2>).6d     | 2[5/2]   | 3       |   7 - 7   |    |             |                   L869c171  |
          |                     |           |                     |           |           |             |      |                                     |                      |          |     |                      |          |         |           |    |             |                             |
Cu II     |          400.45155  |  0.00014  |          400.45160  |  0.00006  |       400 |             |      |     15.31909392  -      18.4143283  | 3d9.(2D<3/2>).5p     | 2[3/2]*  | 2   | 3d9.(2D<3/2>).6d     | 2[3/2]   | 1       |   5 - 3   |    |             |                   L869c171  |
Cu II     |          400.61651  |  0.00012  |          400.61666  |  0.00003  |      1500 |             |      |     15.12382234  -      18.2177815  | 3d8.(3F).4s.4p.(3P*) | 1D*      | 2   | 3d9.(2D<3/2>).7s     | 2[3/2]   | 2       |   5 - 5   |    |             |                   L869c171  |
Cu I      |          401.0043   |  0.0021   |          401.0073   |  0.0034   |        0? |             |      |      6.1227048   -       9.213650   | 3d10.5p              | 2P*      | 3/2 | 3d9.4s.(3D).6s       | 4D       | 5/2     |   4 - 6   |    |             |                       L772  |
Cu I      |          401.0836   |  0.0021   |          401.0852   |  0.0018   |        8h |             |      |      5.724709    -       8.815053   | 3d9.(2D).4s.4p.(3P*) | *        | 3/2 | 3d9.4s.(3D).4d       | 2D       | 5/2     |   4 - 6   |    |             |                       L772  |
Cu II     |          401.42360  |  0.00012  |          401.42342  |  0.00003  |       870 |             |      |     15.12382234  -      18.2115635  | 3d8.(3F).4s.4p.(3P*) | 1D*      | 2   | 3d9.(2D<3/2>).7s     | 2[3/2]   | 1       |   5 - 3   |    |             |                   L869c171  |
          |                     |           |                     |           |           |             |      |                                     |                      |          |     |                      |          |         |           |    |             |                             |
Cu II     |          401.51963  |  0.00012  |          401.51954  |  0.00005  |       860 |             |      |     15.06716110  -      18.1541631  | 3d8.(3F).4s.4p.(3P*) | 1F*      | 3   | 3d9.(2D<5/2>).6d     | 2[9/2]   | 4       |   7 - 9   |    |             |                   L869c171  |
Cu I      |          401.58     |  0.03     |          401.5898   |  0.0097   |       10h |             |      |      3.7858976   -       6.8723597  | 3d10.4p              | 2P*      | 1/2 | 3d10.4f              | 2F*      | 5/2     |   2 - 6   | E2 |             |                       L772  |
Cu II     |          401.64254  |  0.00014  |          401.64218  |  0.00006  |      1500 |             |      |     15.06716110  -      18.1532205  | 3d8.(3F).4s.4p.(3P*) | 1F*      | 3   | 3d9.(2D<5/2>).6d     | 2[3/2]   | 2       |   7 - 5   |    |             |                   L869c171  |
Cu I      |          402.2629   |  0.0009   |          402.26286  |  0.00021  |      1250 | 1.90e+07    | C    |      3.7858976   -       6.8671954  | 3d10.4p              | 2P*      | 1/2 | 3d10.5d              | 2D       | 3/2     |   2 - 4   |    |       T1343 |                       L772  |
Cu I      |          402.7026   |  0.0009   |          402.7022   |  0.0006   |        10 |             |      |      5.724709    -       8.802645   | 3d9.(2D).4s.4p.(3P*) | *        | 3/2 | 3d9.4s.(3D).4d       | 4S       | 3/2     |   4 - 4   |    |             |                       L772  |
          |                     |           |                     |           |           |             |      |                                     |                      |          |     |                      |          |         |           |    |             |                             |
Cu II     |          403.03508  |  0.00021  |          403.03525  |  0.00007  |       330 |             |      |     15.31909392  -      18.3944867  | 3d9.(2D<3/2>).5p     | 2[3/2]*  | 2   | 3d9.(2D<3/2>).6d     | 2[1/2]   | 1       |   5 - 3   |    |             |                   L869c171  |
Cu II     |          403.26469  |  0.00012  |          403.26470  |  0.00003  |      1500 |             |      |     14.88955769  -      17.96320072 | 3d9.(2D<5/2>).5p     | 2[3/2]*  | 2   | 3d9.(2D<5/2>).7s     | 2[5/2]   | 2       |   5 - 5   |    |             |                   L869c171  |
Cu II     |          404.2549   |  0.0003   |          404.25473  |  0.00007  |        67 |             |      |     14.19758401  -      17.2636997  | 3d9.(2D<5/2>).4d     | 2[1/2]   | 1   | 3d9.(2D<5/2>).6p     | 2[3/2]*  | 1       |   3 - 3   |    |             |                   L869c171  |
Cu II     |          404.34879  |  0.00009  |          404.34858  |  0.00005  |     27000 | 1.14e+06    | C+   |      8.78322242  -      11.8486266  | 3d9.4p               | 1F*      | 3   | 3d8.4s2              | 1G       | 4       |   7 - 9   |    |       T8003 |                 L19804c168  |
Cu II     |          404.37515  |  0.00004  |          404.375122 |  0.000021 |     17000 |             |      |     14.88955769  -      17.95476061 | 3d9.(2D<5/2>).5p     | 2[3/2]*  | 2   | 3d9.(2D<5/2>).7s     | 2[5/2]   | 3       |   5 - 7   |    |             |                 L19804c168  |
          |                     |           |                     |           |           |             |      |                                     |                      |          |     |                      |          |         |           |    |             |                             |
Cu I      |          405.0617   |  0.0021   |          405.0641   |  0.0026   |       20h |             |      |      5.724709    -       8.784698   | 3d9.(2D).4s.4p.(3P*) | *        | 3/2 | 3d9.4s.(3D).4d       | 2P       | 3/2     |   4 - 4   |    |             |                       L772  |
Cu I      |          405.2380   |  0.0017   |          405.2381   |  0.0007   |         2 |             |      |      5.777459    -       8.836134   | 3d9.(2D).4s.4p.(3P*) | 2D*      | 5/2 | 3d9.4s.(3D).4d       | 4D       | 7/2     |   6 - 8   |    |             |                       L772  |
Cu II     |          405.36529  |  0.00021  |          405.36521  |  0.00003  |      3100 |             |      |     15.1538470   -      18.2115635  | 3d9.(2D<3/2>).5p     | 2[1/2]*  | 0   | 3d9.(2D<3/2>).7s     | 2[3/2]   | 1       |   1 - 3   |    |             |                   L869c171  |
Cu I      |          405.638    |  0.006    |          405.63699  |  0.00049  |       35h |             |      |      3.8166920   -       6.8723597  | 3d10.4p              | 2P*      | 3/2 | 3d10.4f              | 2F*      | 5/2     |   4 - 6   | M1 |             |                       L772  |
Cu I      |          405.678    |  0.006    |          405.68581  |  0.00659  |       35h |             |      |      3.8166920   -       6.8719921  | 3d10.4p              | 2P*      | 3/2 | 3d10.4f              | 2F*      | 7/2     |   4 - 8   | E2 |             |                       L772  |
          |                     |           |                     |           |           |             |      |                                     |                      |          |     |                      |          |         |           |    |             |                             |
Cu I      |          406.2641   |  0.0009   |          406.26378  |  0.00038  |      2000 | 2.10e+07    | C    |      3.8166920   -       6.8676455  | 3d10.4p              | 2P*      | 3/2 | 3d10.5d              | 2D       | 5/2     |   4 - 6   |    |       T1343 |                       L772  |
Cu I      |          406.3238   |  0.0009   |          406.32372  |  0.00018  |       650 |             |      |      3.8166920   -       6.8671954  | 3d10.4p              | 2P*      | 3/2 | 3d10.5d              | 2D       | 3/2     |   4 - 4   |    |             |                       L772  |
Cu II     |          406.50094  |  0.00012  |          406.50090  |  0.00004  |      1600 |             |      |     15.12382234  -      18.1729963  | 3d8.(3F).4s.4p.(3P*) | 1D*      | 2   | 3d9.(2D<5/2>).6d     | 2[5/2]   | 2       |   5 - 5   |    |             |                   L869c171  |
Cu II     |          406.53723  |  0.00022  |          406.53730  |  0.00005  |       230 |             |      |     13.64873556  -      16.6976365  | 3d9.(2D<3/2>).5s     | 2[3/2]   | 1   | 3d8.(3P).4s.4p.(3P*) | 3D*      | 2       |   3 - 5   |    |             |                   L869c171  |
Cu II     |          406.81058  |  0.00012  |          406.81056  |  0.00004  |      2000 |             |      |     15.12382234  -      18.1706753  | 3d8.(3F).4s.4p.(3P*) | 1D*      | 2   | 3d9.(2D<5/2>).6d     | 2[7/2]   | 3       |   5 - 7   |    |             |                   L869c171  |
          |                     |           |                     |           |           |             |      |                                     |                      |          |     |                      |          |         |           |    |             |                             |
Cu I      |          406.953    |  0.006    |          406.9524   |  0.0013   |        6h |             |      |      4.837701    -       7.883492   | 3d9.(2D).4s.4p.(3P*) | 4P*      | 5/2 | 3d9.4s.(3D).5s       | 4D       | 3/2     |   6 - 4   |    |             |                       L772  |
Cu I      |          407.3224   |  0.0021   |          407.3230   |  0.0012   |       20h |             |      |      4.973503    -       8.016523   | 3d9.(2D).4s.4p.(3P*) | 4P*      | 3/2 | 3d9.4s.(3D).5s       | 2D       | 5/2     |   4 - 6   |    |             |                       L772  |
