-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |      Observed       |   Unc.    |        Ritz         |   Unc.    |            Rel. |     Aki     | Acc. |           Ei           Ek         |         Lower level          |              Upper level               |  gi   gk  |Type|                   TP  |             Line  |
          |     Wavelength      |    (nm)   |     Wavelength      |    (nm)   |            Int. |   (s^-1)    |      |          (eV)         (eV)        |------------------------------|----------------------------------------|           |    |                  Ref. |             Ref.  |
          |      Air (nm)       |           |      Air (nm)       |           |                 |             |      |                                   | Conf.           | Term | J   | Conf.                 | Term    | J    |           |    |                       |                   |
C III     |                     |           |          416.3249   |  0.0010   |                 | 7.87e+06    | C+   |   40.064294      -    43.041518   | 1s2.2p.(2P*).3p | 3D   | 3   | 1s2.2s.5f             | 3F*     | 3    |   7 - 7   |    |               T5633LS |                   |
          |                     |           |                     |           |                 |             |      |                                   |                 |      |     |                       |         |      |           |    |                       |                   |
C III     |                     |           |          416.3487   |  0.0010   |                 | 3.11e+05    | C+   |   40.064294      -    43.041348   | 1s2.2p.(2P*).3p | 3D   | 3   | 1s2.2s.5f             | 3F*     | 2    |   7 - 5   |    |               T5633LS |                   |
C III     |                     |           |          416.624    |  0.010    |                 | 2.30e+06    | B    |   44.275957      -    47.25105    | 1s2.2s.6p       | 1P*  | 1   | 1s2.2p.(2P*).4p       | 1P      | 1    |   3 - 3   |    |                 T5633 |                   |
C III     |                     |           |          416.6973   |  0.0010   |                 | 7.31e+06    | B    |   41.301394      -    44.275957   | 1s2.2p.(2P*).3p | 1D   | 2   | 1s2.2s.6p             | 1P*     | 1    |   5 - 3   |    |                 T5633 |                   |
C III     |                     |           |          417.3088   |  0.0010   |                 | 2.01e+06    | B    |   40.009951      -    42.980156   | 1s2.2s.4f       | 1F*  | 3   | 1s2.2s.5d             | 1D      | 2    |   7 - 5   |    |                 T5633 |                   |
C III     |          418.690    |  0.010    |          418.6900   |  0.0010   |            250w | 3.50e+08    | B    |   40.009951      -    42.970358   | 1s2.2s.4f       | 1F*  | 3   | 1s2.2s.5g             | 1G      | 4    |   7 - 9   |    |              T5600c20 |            L1113  |
          |                     |           |                     |           |                 |             |      |                                   |                 |      |     |                       |         |      |           |    |                       |                   |
C I       |          420.9710   |  0.0010   |          420.9720   |  0.0007   |           1800* |             |      |    7.94613469    -    10.890494   | 2s.2p3          | 3D*  | 1   | 2s2.2p.(2P*<3/2>).6f  | 2[3/2]  | 2    |   3 - 5   |    |                       |           L17684  |
C I       |          420.9710   |  0.0010   |          420.9720   |  0.0007   |           1800* |             |      |    7.94613469    -    10.890494   | 2s.2p3          | 3D*  | 1   | 2s2.2p.(2P*<3/2>).6f  | 2[3/2]  | 1    |   3 - 3   |    |                       |           L17684  |
C I       |          420.9905   |  0.0010   |          420.9914   |  0.0007   |           1800* |             |      |    7.94627039    -    10.890494   | 2s.2p3          | 3D*  | 2   | 2s2.2p.(2P*<3/2>).6f  | 2[3/2]  | 1    |   5 - 3   |    |                       |           L17684  |
C I       |          420.9905   |  0.0010   |          420.9914   |  0.0007   |           1800* |             |      |    7.94627039    -    10.890494   | 2s.2p3          | 3D*  | 2   | 2s2.2p.(2P*<3/2>).6f  | 2[3/2]  | 2    |   5 - 5   |    |                       |           L17684  |
C I       |          421.1115   |  0.0010   |          421.1101   |  0.0003   |           4100* |             |      |    7.94577149    -    10.889165   | 2s.2p3          | 3D*  | 3   | 2s2.2p.(2P*<3/2>).6f  | 2[5/2]  | 2    |   7 - 5   |    |                       |           L17684  |
          |                     |           |                     |           |                 |             |      |                                   |                 |      |     |                       |         |      |           |    |                       |                   |
C I       |          421.1115   |  0.0010   |          421.1110   |  0.0007   |           4100* |             |      |    7.94577149    -    10.889159   | 2s.2p3          | 3D*  | 3   | 2s2.2p.(2P*<3/2>).6f  | 2[5/2]  | 3    |   7 - 7   |    |                       |           L17684  |
C I       |          421.1613   |  0.0005   |          421.1620   |  0.0003   |            2700 |             |      |    7.94613469    -    10.889165   | 2s.2p3          | 3D*  | 1   | 2s2.2p.(2P*<3/2>).6f  | 2[5/2]  | 2    |   3 - 5   |    |                       |           L17684  |
C I       |          421.1817   |  0.0010   |          421.1815   |  0.0003   |           4100* |             |      |    7.94627039    -    10.889165   | 2s.2p3          | 3D*  | 2   | 2s2.2p.(2P*<3/2>).6f  | 2[5/2]  | 2    |   5 - 5   |    |                       |           L17684  |
C I       |          421.1817   |  0.0010   |          421.1824   |  0.0007   |           4100* |             |      |    7.94627039    -    10.889159   | 2s.2p3          | 3D*  | 2   | 2s2.2p.(2P*<3/2>).6f  | 2[5/2]  | 3    |   5 - 7   |    |                       |           L17684  |
C I       |          421.2342   |  0.0010   |          421.2341   |  0.0014   |           9200* |             |      |    7.94577149    -    10.888298   | 2s.2p3          | 3D*  | 3   | 2s2.2p.(2P*<3/2>).6f  | 2[7/2]  | 4    |   7 - 9   |    |                       |           L17684  |
          |                     |           |                     |           |                 |             |      |                                   |                 |      |     |                       |         |      |           |    |                       |                   |
C I       |          421.2342   |  0.0010   |          421.2357   |  0.0005   |           9200* |             |      |    7.94577149    -    10.888287   | 2s.2p3          | 3D*  | 3   | 2s2.2p.(2P*<3/2>).6f  | 2[7/2]  | 3    |   7 - 7   |    |                       |           L17684  |
C I       |          421.3074   |  0.0005   |          421.3072   |  0.0005   |            4000 |             |      |    7.94627039    -    10.888287   | 2s.2p3          | 3D*  | 2   | 2s2.2p.(2P*<3/2>).6f  | 2[7/2]  | 3    |   5 - 7   |    |                       |           L17684  |
C IV      |                     |           |          421.906    |  0.010    |                 | 1.02e+07    | B    |   58.12181       -   [61.05965]   | 1s2.6s          | 2S   | 1/2 | 1s2.8p                | 2P*     | 3/2  |   2 - 4   |    |               T5118LS |                   |
C IV      |                     |           |          421.934    |  0.010    |                 | 1.02e+07    | B    |   58.12181       -   [61.05945]   | 1s2.6s          | 2S   | 1/2 | 1s2.8p                | 2P*     | 1/2  |   2 - 2   |    |               T5118LS |                   |
C I       |          422.2466   |  0.0010   |          422.2454   |  0.0011   |           6100* |             |      |    7.94577149    -    10.881251   | 2s.2p3          | 3D*  | 3   | 2s2.2p.(2P*<1/2>).6f  | 2[7/2]  | 3    |   7 - 7   |    |                       |           L17684  |
          |                     |           |                     |           |                 |             |      |                                   |                 |      |     |                       |         |      |           |    |                       |                   |
C I       |          422.2466   |  0.0010   |          422.2467   |  0.0014   |           6100* |             |      |    7.94577149    -    10.881242   | 2s.2p3          | 3D*  | 3   | 2s2.2p.(2P*<1/2>).6f  | 2[7/2]  | 4    |   7 - 9   |    |                       |           L17684  |
C I       |          422.3159   |  0.0010   |          422.3152   |  0.0003   |           9200* |             |      |    7.94613469    -    10.881130   | 2s.2p3          | 3D*  | 1   | 2s2.2p.(2P*<1/2>).6f  | 2[5/2]  | 2    |   3 - 5   |    |                       |           L17684  |
C I       |          422.3159   |  0.0010   |          422.3172   |  0.0011   |           9200* |             |      |    7.94627039    -    10.881251   | 2s.2p3          | 3D*  | 2   | 2s2.2p.(2P*<1/2>).6f  | 2[7/2]  | 3    |   5 - 7   |    |                       |           L17684  |
C I       |          422.3360   |  0.0010   |          422.3347   |  0.0003   |           6100* |             |      |    7.94627039    -    10.881130   | 2s.2p3          | 3D*  | 2   | 2s2.2p.(2P*<1/2>).6f  | 2[5/2]  | 2    |   5 - 5   |    |                       |           L17684  |
